,name,price,url,little_cat,big_cat,start_timestamp,shop,price_old
4742,"Колбаса варёная Ближние Горки Докторская, 450г","399,99 ₽",/cat/384/p/kolbasa-varenaa-bliznie-gorki-doktorskaa-450g-3489557,Колбаса,Колбасные изделия,1675639897,perekrestok,
4743,"Колбаса варёная Черкизово Классическая, 200г","159,99 ₽",/cat/384/p/kolbasa-varenaa-cerkizovo-klassiceskaa-200g-4180727,Колбаса,Колбасные изделия,1675639897,perekrestok,
4744,Колбаса варёная Мясной Дом Бородина молочная категория Б,"44,99 ₽",/cat/384/p/kolbasa-varenaa-masnoj-dom-borodina-molocnaa-kategoria-b-4114051,Колбаса,Колбасные изделия,1675639897,perekrestok,"100,00 ₽"
4745,Колбаса варёная Ближние Горки Докторская категория А,"76,00 ₽",/cat/384/p/kolbasa-varenaa-bliznie-gorki-doktorskaa-kategoria-a-3035251,Колбаса,Колбасные изделия,1675639897,perekrestok,
4746,Колбаса варёная Клинский Докторская категория А,"66,00 ₽",/cat/384/p/kolbasa-varenaa-klinskij-doktorskaa-kategoria-a-2170372,Колбаса,Колбасные изделия,1675639897,perekrestok,"85,90 ₽"
4747,Колбаса варёная Вязанка Молочная стародворская,"56,00 ₽",/cat/384/p/kolbasa-varenaa-vazanka-molocnaa-starodvorskaa-4008960,Колбаса,Колбасные изделия,1675639897,perekrestok,
4748,"Колбаса варёная Ближние Горки Телячья категория А, 450г","269,99 ₽",/cat/384/p/kolbasa-varenaa-bliznie-gorki-telaca-kategoria-a-450g-4058415,Колбаса,Колбасные изделия,1675639897,perekrestok,"399,99 ₽"
4749,"Колбаса варёная Индилайт Докторская из индейки, 400г","299,99 ₽",/cat/384/p/kolbasa-varenaa-indilajt-doktorskaa-iz-indejki-400g-4131503,Колбаса,Колбасные изделия,1675639897,perekrestok,
4750,"Колбаса варёная Натуральная 1 сорт Зелёная Линия, 300г","229,99 ₽",/cat/349/p/kolbasa-varenaa-naturalnaa-1-sort-zelenaa-linia-300g-4156131,Колбаса,Колбасные изделия,1675639897,perekrestok,"339,99 ₽"
4751,"Колбаса варёная МД Бородина Докторская высший сорт, 500г","409,99 ₽",/cat/384/p/kolbasa-varenaa-md-borodina-doktorskaa-vyssij-sort-500g-3347584,Колбаса,Колбасные изделия,1675639897,perekrestok,
4752,"Колбаса ливерная Ближние Горки Яичная категория А, 300г","199,99 ₽",/cat/384/p/kolbasa-livernaa-bliznie-gorki-aicnaa-kategoria-a-300g-3650519,Колбаса,Колбасные изделия,1675639897,perekrestok,
4753,"Колбаса варёная Клинский Молочная категория Б, 380г","299,00 ₽",/cat/384/p/kolbasa-varenaa-klinskij-molocnaa-kategoria-b-380g-4236331,Колбаса,Колбасные изделия,1675639897,perekrestok,
4754,"Колбаса варёная Царицыно Докторская оригинальная мясо птицы, 200г","169,99 ₽",/cat/384/p/kolbasa-varenaa-caricyno-doktorskaa-originalnaa-maso-pticy-200g-3634520,Колбаса,Колбасные изделия,1675639897,perekrestok,"199,99 ₽"
4755,"Колбаса варёная МД Бородина Молочная категория Б, 500г","409,99 ₽",/cat/384/p/kolbasa-varenaa-md-borodina-molocnaa-kategoria-b-500g-4091337,Колбаса,Колбасные изделия,1675639897,perekrestok,
4756,"Колбаса варёная Велком Языковая кусок, 500г","369,99 ₽",/cat/384/p/kolbasa-varenaa-velkom-azykovaa-kusok-500g-3385815,Колбаса,Колбасные изделия,1675639897,perekrestok,
4757,Колбаса варёная Рублевский Докторская категория А,"879,99 ₽",/cat/384/p/kolbasa-varenaa-rublevskij-doktorskaa-kategoria-a-78001451,Колбаса,Колбасные изделия,1675639897,perekrestok,
4758,Колбаса варёная Мясницкий Ряд Русская категория Б,"94,00 ₽",/cat/384/p/kolbasa-varenaa-masnickij-rad-russkaa-kategoria-b-3641482,Колбаса,Колбасные изделия,1675639897,perekrestok,
4759,Колбаса варёная Ремит Докторская мясной продукт категория А,"480,00 ₽",/cat/384/p/kolbasa-varenaa-remit-doktorskaa-masnoj-produkt-kategoria-a-3226339,Колбаса,Колбасные изделия,1675639897,perekrestok,
4760,Колбаса варёная МД Бородина Любительская высший сорт,"70,00 ₽",/cat/384/p/kolbasa-varenaa-md-borodina-lubitelskaa-vyssij-sort-43786,Колбаса,Колбасные изделия,1675639897,perekrestok,"100,00 ₽"
4761,Колбаса варёная Велком Докторская высший сорт,"359,60 ₽",/cat/384/p/kolbasa-varenaa-velkom-doktorskaa-vyssij-sort-3033317,Колбаса,Колбасные изделия,1675639897,perekrestok,
4762,"Колбаса варёная МД Бородина Сливочная категория Б, 400г","379,99 ₽",/cat/384/p/kolbasa-varenaa-md-borodina-slivocnaa-kategoria-b-400g-4091339,Колбаса,Колбасные изделия,1675639897,perekrestok,
4763,Колбаса варёная Клинский телячья,"94,00 ₽",/cat/384/p/kolbasa-varenaa-klinskij-telaca-3353674,Колбаса,Колбасные изделия,1675639897,perekrestok,
4764,"Колбаса варёная Delikaiser Три Мяса категория Б, 400г","299,99 ₽",/cat/384/p/kolbasa-varenaa-delikaiser-tri-masa-kategoria-b-400g-4205262,Колбаса,Колбасные изделия,1675639897,perekrestok,
4765,Колбаса вареная Стародворье Докторская Стародворская,"44,00 ₽",/cat/384/p/kolbasa-varenaa-starodvore-doktorskaa-starodvorskaa-4116511,Колбаса,Колбасные изделия,1675639897,perekrestok,
4766,"Колбаса варёная Царицыно Докторская особая Халяль, 500г","169,99 ₽",/cat/384/p/kolbasa-varenaa-caricyno-doktorskaa-osobaa-halal-500g-3016790,Колбаса,Колбасные изделия,1675639897,perekrestok,
4767,Колбаса варёная МД Бородина Докторская категория А,"439,60 ₽",/cat/384/p/kolbasa-varenaa-md-borodina-doktorskaa-kategoria-a-4102211,Колбаса,Колбасные изделия,1675639897,perekrestok,
4768,Колбаса варёная Окраина Докторская,"119,99 ₽",/cat/384/p/kolbasa-varenaa-okraina-doktorskaa-3296424,Колбаса,Колбасные изделия,1675639897,perekrestok,
4769,Колбаса ливерная Рублевский Яичная,"529,99 ₽",/cat/384/p/kolbasa-livernaa-rublevskij-aicnaa-78004416,Колбаса,Колбасные изделия,1675639897,perekrestok,
4770,Колбаса варёная Мясницкий Ряд Для завтрака,"58,00 ₽",/cat/384/p/kolbasa-varenaa-masnickij-rad-dla-zavtraka-78003145,Колбаса,Колбасные изделия,1675639897,perekrestok,
4771,"Колбаса Высший Вкус со вкусом Докторской пшеничная, 400г","369,99 ₽",/cat/798/p/kolbasa-vyssij-vkus-so-vkusom-doktorskoj-psenicnaa-400g-4260421,Колбаса,Колбасные изделия,1675639897,perekrestok,
4772,"Колбаса варёная Егорьевская КГФ Мортаделла категория А, 200г","279,99 ₽",/cat/384/p/kolbasa-varenaa-egorevskaa-kgf-mortadella-kategoria-a-200g-4194789,Колбаса,Колбасные изделия,1675639897,perekrestok,
4773,Колбаса варёная Велком Докторская ручной вязки высший сорт,"96,00 ₽",/cat/384/p/kolbasa-varenaa-velkom-doktorskaa-rucnoj-vazki-vyssij-sort-2120723,Колбаса,Колбасные изделия,1675639897,perekrestok,
4774,"Колбаса Высший Вкус со вкусом ветчины пшеничная, 400г","339,99 ₽",/cat/798/p/kolbasa-vyssij-vkus-so-vkusom-vetciny-psenicnaa-400g-4260420,Колбаса,Колбасные изделия,1675639897,perekrestok,
4775,"Колбаса варёная Сафа говяжья халяль категории Б, 500г","299,99 ₽",/cat/384/p/kolbasa-varenaa-safa-govaza-halal-kategorii-b-500g-4229687,Колбаса,Колбасные изделия,1675639897,perekrestok,
4776,Колбаса варёная Иней Классическая,"66,00 ₽",/cat/384/p/kolbasa-varenaa-inej-klassiceskaa-4210960,Колбаса,Колбасные изделия,1675639897,perekrestok,
4777,Колбаса варёная Велком Языковая,"86,00 ₽",/cat/384/p/kolbasa-varenaa-velkom-azykovaa-2120728,Колбаса,Колбасные изделия,1675639897,perekrestok,
4778,Колбаса варёная Иней докторская гост категория А,"78,00 ₽",/cat/384/p/kolbasa-varenaa-inej-doktorskaa-gost-kategoria-a-4109457,Колбаса,Колбасные изделия,1675639897,perekrestok,
4779,Колбаса варёная Дымов Сливочная категории В,"399,99 ₽",/cat/384/p/kolbasa-varenaa-dymov-slivocnaa-kategorii-v-4262685,Колбаса,Колбасные изделия,1675639897,perekrestok,
4780,Колбаса варёная Мясницкий ряд От Шефа Докторская,"399,99 ₽",/cat/384/p/kolbasa-varenaa-masnickij-rad-ot-sefa-doktorskaa-4255368,Колбаса,Колбасные изделия,1675639897,perekrestok,
4781,Колбаса варёная Окраина Докторская,"86,00 ₽",/cat/384/p/kolbasa-varenaa-okraina-doktorskaa-3296414,Колбаса,Колбасные изделия,1675639897,perekrestok,
4782,"Колбаса Идель Султанская из мяса птицы вареная, 400г","99,99 ₽",/cat/384/p/kolbasa-idel-sultanskaa-iz-masa-pticy-varenaa-400g-4263570,Колбаса,Колбасные изделия,1675639897,perekrestok,
4783,"Колбаса варёная Рузком Султан Премиум, 500г","119,99 ₽",/cat/384/p/kolbasa-varenaa-ruzkom-sultan-premium-500g-4252660,Колбаса,Колбасные изделия,1675639897,perekrestok,
4784,Колбаса варёная Мясная История с языком категория Б,"76,00 ₽",/cat/384/p/kolbasa-varenaa-masnaa-istoria-s-azykom-kategoria-b-4111141,Колбаса,Колбасные изделия,1675639897,perekrestok,
4785,"Колбаса варёная Царицыно Особая с телятиной Халяль, 500г","199,99 ₽",/cat/384/p/kolbasa-varenaa-caricyno-osobaa-s-telatinoj-halal-500g-3634950,Колбаса,Колбасные изделия,1675639897,perekrestok,
4786,Колбаса варёная Черкизово Молочная по-черкизовски,"47,00 ₽",/cat/384/p/kolbasa-varenaa-cerkizovo-molocnaa-po-cerkizovski-4109833,Колбаса,Колбасные изделия,1675639897,perekrestok,
4787,Колбаса варёная Мясная История со шпиком,"64,00 ₽",/cat/384/p/kolbasa-varenaa-masnaa-istoria-so-spikom-4210965,Колбаса,Колбасные изделия,1675639897,perekrestok,
4788,Колбаса варёная Иней Элитная категория Б,"114,90 ₽",/cat/384/p/kolbasa-varenaa-inej-elitnaa-kategoria-b-4044652,Колбаса,Колбасные изделия,1675639897,perekrestok,
4789,Колбаса варёная Иней Мортаделла категория Б,"114,90 ₽",/cat/384/p/kolbasa-varenaa-inej-mortadella-kategoria-b-4044647,Колбаса,Колбасные изделия,1675639897,perekrestok,
4790,Колбаса варёная Мясная История Любимая,"559,99 ₽",/cat/384/p/kolbasa-varenaa-masnaa-istoria-lubimaa-4250472,Колбаса,Колбасные изделия,1675639897,perekrestok,
4791,Колбаса ливерная Иней по-деревенски,"839,99 ₽",/cat/384/p/kolbasa-livernaa-inej-po-derevenski-4044653,Колбаса,Колбасные изделия,1675639897,perekrestok,
4792,"Колбаса Рузком Южная из мяса птицы вареная 3 сорт, 400г","99,99 ₽",/cat/384/p/kolbasa-ruzkom-uznaa-iz-masa-pticy-varenaa-3-sort-400g-4266235,Колбаса,Колбасные изделия,1675639897,perekrestok,
4793,"Колбаса Царицыно К чаю варёная , 400г","139,99 ₽",/cat/830/p/kolbasa-caricyno-k-cau-varenaa-400g-4021055,Колбаса,Колбасные изделия,1675639897,perekrestok,
4794,"Колбаса варёная Рузком Байрам, 300г","69,99 ₽",/cat/384/p/kolbasa-varenaa-ruzkom-bajram-300g-4252557,Колбаса,Колбасные изделия,1675639897,perekrestok,
4795,Колбаса варёная Мясная История Добрая,"549,99 ₽",/cat/384/p/kolbasa-varenaa-masnaa-istoria-dobraa-4250471,Колбаса,Колбасные изделия,1675639897,perekrestok,
4796,Колбаса варёная Мясная История Родная категория Б,"449,90 ₽",/cat/384/p/kolbasa-varenaa-masnaa-istoria-rodnaa-kategoria-b-4250473,Колбаса,Колбасные изделия,1675639897,perekrestok,"529,99 ₽"
4797,Колбаса варёная Мясная История,"44,99 ₽",/cat/384/p/kolbasa-varenaa-masnaa-istoria-4210963,Колбаса,Колбасные изделия,1675639897,perekrestok,"64,00 ₽"
4798,Колбаса варёная Иней Гостинец категория Б,"79,99 ₽",/cat/384/p/kolbasa-varenaa-inej-gostinec-kategoria-b-4044643,Колбаса,Колбасные изделия,1675639897,perekrestok,"119,90 ₽"
4799,Колбаса варёная Иней По-деревенски категория Б,"80,00 ₽",/cat/384/p/kolbasa-varenaa-inej-po-derevenski-kategoria-b-4044644,Колбаса,Колбасные изделия,1675639897,perekrestok,
4800,Колбаса варёная Мясная История Молочная санкт-петербургская категория Б,"64,00 ₽",/cat/384/p/kolbasa-varenaa-masnaa-istoria-molocnaa-sankt-peterburgskaa-kategoria-b-3696563,Колбаса,Колбасные изделия,1675639897,perekrestok,
4801,Колбаса варёная Ближние Горки Докторская категория А,"78,00 ₽",/cat/384/p/kolbasa-varenaa-bliznie-gorki-doktorskaa-kategoria-a-3034772,Колбаса,Колбасные изделия,1675639897,perekrestok,
4802,"Сервелат варёно-копчёный Папа Может Финский, 420г","199,99 ₽",/cat/384/p/servelat-vareno-kopcenyj-papa-mozet-finskij-420g-3441557,Колбаса,Колбасные изделия,1675639897,perekrestok,"329,99 ₽"
4803,Колбаса варёно-копчёная Ближние Горки Кремлёвская категория Б,"454,93 ₽",/cat/384/p/kolbasa-vareno-kopcenaa-bliznie-gorki-kremlevskaa-kategoria-b-3035239,Колбаса,Колбасные изделия,1675639897,perekrestok,"839,30 ₽"
4804,"Сервелат варёно-копчёный Ближние Горки Гурман, 500г","299,99 ₽",/cat/384/p/servelat-vareno-kopcenyj-bliznie-gorki-gurman-500g-3654318,Колбаса,Колбасные изделия,1675639897,perekrestok,"459,99 ₽"
4805,"Сервелат варёно-копчёный Останкино Швейцарский в нарезке, 100г","139,99 ₽",/cat/384/p/servelat-vareno-kopcenyj-ostankino-svejcarskij-v-narezke-100g-4064566,Колбаса,Колбасные изделия,1675639897,perekrestok,
4806,"Сервелат варёно-копчёный Останкино Зернистый, 420г","309,99 ₽",/cat/384/p/servelat-vareno-kopcenyj-ostankino-zernistyj-420g-3452683,Колбаса,Колбасные изделия,1675639897,perekrestok,
4807,"Сервелат варёно-копчёный Рублевский Московский, 350г","399,99 ₽",/cat/384/p/servelat-vareno-kopcenyj-rublevskij-moskovskij-350g-3605100,Колбаса,Колбасные изделия,1675639897,perekrestok,
4808,"Колбаса варёно-копчёная Экстра из курицы запеченая Зелёная Линия, 300г","299,99 ₽",/cat/349/p/kolbasa-vareno-kopcenaa-ekstra-iz-kuricy-zapecenaa-zelenaa-linia-300g-4056914,Колбаса,Колбасные изделия,1675639897,perekrestok,
4809,Колбаса варёно-копчёная Ближние Горки Балыковая,"109,90 ₽",/cat/384/p/kolbasa-vareno-kopcenaa-bliznie-gorki-balykovaa-3398814,Колбаса,Колбасные изделия,1675639897,perekrestok,
4810,Сервелат варёно-копчёный Мясницкий Ряд Европейский,"39,99 ₽",/cat/384/p/servelat-vareno-kopcenyj-masnickij-rad-evropejskij-78007306,Колбаса,Колбасные изделия,1675639897,perekrestok,"100,00 ₽"
4811,"Колбаса варёно-копчёная Экстра из индейки запеченая Зелёная Линия, 300г","239,99 ₽",/cat/349/p/kolbasa-vareno-kopcenaa-ekstra-iz-indejki-zapecenaa-zelenaa-linia-300g-4056916,Колбаса,Колбасные изделия,1675639897,perekrestok,"359,99 ₽"
4812,"Колбаса варёно-копчёная Ближние Горки Новомосковская, 350г","309,99 ₽",/cat/384/p/kolbasa-vareno-kopcenaa-bliznie-gorki-novomoskovskaa-350g-3504905,Колбаса,Колбасные изделия,1675639897,perekrestok,
4813,"Сервелат варёно-копчёный Черкизово финский, 250г","239,00 ₽",/cat/384/p/servelat-vareno-kopcenyj-cerkizovo-finskij-250g-4197735,Колбаса,Колбасные изделия,1675639897,perekrestok,
4814,"Сервелат варёно-копчёный Рублевский Финский категории Б, 350г","479,99 ₽",/cat/384/p/servelat-vareno-kopcenyj-rublevskij-finskij-kategorii-b-350g-4208961,Колбаса,Колбасные изделия,1675639897,perekrestok,
4815,Сервелат варёно-копчёный Ремит Ореховый,"85,00 ₽",/cat/384/p/servelat-vareno-kopcenyj-remit-orehovyj-3289260,Колбаса,Колбасные изделия,1675639897,perekrestok,"129,90 ₽"
4816,"Колбаски варёно-копчёные Микоян Snexi классические, 100г","159,99 ₽",/cat/384/p/kolbaski-vareno-kopcenye-mikoan-snexi-klassiceskie-100g-3645028,Колбаса,Колбасные изделия,1675639897,perekrestok,
4817,Сервелат варёно-копчёный Папа Может Финский,"80,00 ₽",/cat/384/p/servelat-vareno-kopcenyj-papa-mozet-finskij-73247,Колбаса,Колбасные изделия,1675639897,perekrestok,
4818,"Сервелат варёно-копчёный Останкино Российский, 420г","299,99 ₽",/cat/384/p/servelat-vareno-kopcenyj-ostankino-rossijskij-420g-3452684,Колбаса,Колбасные изделия,1675639897,perekrestok,
4819,"Колбаса варёно-копчёная Черкизово Имперская срез, 500г","539,99 ₽",/cat/384/p/kolbasa-vareno-kopcenaa-cerkizovo-imperskaa-srez-500g-3504863,Колбаса,Колбасные изделия,1675639897,perekrestok,
4820,"Сервелат варёно-копчёный Папа Может Зернистый, 350г","269,99 ₽",/cat/384/p/servelat-vareno-kopcenyj-papa-mozet-zernistyj-350g-4135604,Колбаса,Колбасные изделия,1675639897,perekrestok,
4821,"Сервелат варёно-копчёный Мираторг Коньячный, 375г","349,99 ₽",/cat/384/p/servelat-vareno-kopcenyj-miratorg-konacnyj-375g-4166796,Колбаса,Колбасные изделия,1675639897,perekrestok,
4822,Колбаса варёно-копчёная Рублевский Московская высший сорт,"159,90 ₽",/cat/384/p/kolbasa-vareno-kopcenaa-rublevskij-moskovskaa-vyssij-sort-3156499,Колбаса,Колбасные изделия,1675639897,perekrestok,
4823,"Сервелат варёно-копчёный Ближние Горки, 500г","599,99 ₽",/cat/384/p/servelat-vareno-kopcenyj-bliznie-gorki-500g-3504906,Колбаса,Колбасные изделия,1675639897,perekrestok,
4824,"Колбаса варёно-копчёная Останкино Московская, 300г","499,99 ₽",/cat/384/p/kolbasa-vareno-kopcenaa-ostankino-moskovskaa-300g-3637334,Колбаса,Колбасные изделия,1675639897,perekrestok,
4825,"Салями варёно-копчёные Мясная История, 200г","209,99 ₽",/cat/384/p/salami-vareno-kopcenye-masnaa-istoria-200g-4144996,Колбаса,Колбасные изделия,1675639897,perekrestok,
4826,Сервелат варёно-копчёный Рублевский Гурман,"119,90 ₽",/cat/384/p/servelat-vareno-kopcenyj-rublevskij-gurman-3156493,Колбаса,Колбасные изделия,1675639897,perekrestok,
4827,"Сервелат варёно-копчёный Delikaiser Мраморный, 400г","159,99 ₽",/cat/384/p/servelat-vareno-kopcenyj-delikaiser-mramornyj-400g-4205266,Колбаса,Колбасные изделия,1675639897,perekrestok,"319,00 ₽"
4828,Сервелат варёно-копчёный Заповедные Продукты Финский,"82,00 ₽",/cat/384/p/servelat-vareno-kopcenyj-zapovednye-produkty-finskij-78004744,Колбаса,Колбасные изделия,1675639897,perekrestok,
4829,Сервелат варёно-копчёный Иней высшей категории,"78,00 ₽",/cat/384/p/servelat-vareno-kopcenyj-inej-vyssej-kategorii-4109451,Колбаса,Колбасные изделия,1675639897,perekrestok,
4830,"Сервелат варёно-копчёный Ближние Горки категории А, 90г","99,99 ₽",/cat/384/p/servelat-vareno-kopcenyj-bliznie-gorki-kategorii-a-90g-4238321,Колбаса,Колбасные изделия,1675639897,perekrestok,
4831,"Колбаса варёно-копчёная Ближние Горки Балыковая нарезка, 100г","99,99 ₽",/cat/384/p/kolbasa-vareno-kopcenaa-bliznie-gorki-balykovaa-narezka-100g-4238322,Колбаса,Колбасные изделия,1675639897,perekrestok,
4832,Салями варёно-копчёные МД Бородина Элитная,"119,90 ₽",/cat/384/p/salami-vareno-kopcenye-md-borodina-elitnaa-78001390,Колбаса,Колбасные изделия,1675639897,perekrestok,
4833,Сервелат варёно-копчёный Ближние Горки Австрийский,"78,00 ₽",/cat/384/p/servelat-vareno-kopcenyj-bliznie-gorki-avstrijskij-4086401,Колбаса,Колбасные изделия,1675639897,perekrestok,
4834,Сервелат варёно-копчёный Мясная История категория А,"79,99 ₽",/cat/384/p/servelat-vareno-kopcenyj-masnaa-istoria-kategoria-a-4123193,Колбаса,Колбасные изделия,1675639897,perekrestok,"104,90 ₽"
4835,"Сервелат варёно-копчёный Сафа Элитный категории Б, 350г","349,99 ₽",/cat/384/p/servelat-vareno-kopcenyj-safa-elitnyj-kategorii-b-350g-4229683,Колбаса,Колбасные изделия,1675639897,perekrestok,
4836,Колбаса варёно-копчёная Окраина Кремлёвская,"1 199,00 ₽",/cat/384/p/kolbasa-vareno-kopcenaa-okraina-kremlevskaa-4097400,Колбаса,Колбасные изделия,1675639897,perekrestok,
4837,Сервелат варёно-копчёный Дымов Кремлёвский,"86,00 ₽",/cat/384/p/servelat-vareno-kopcenyj-dymov-kremlevskij-2001023,Колбаса,Колбасные изделия,1675639897,perekrestok,
4838,Сервелат варёно-копчёный Иней Литовский категория Б,"96,00 ₽",/cat/384/p/servelat-vareno-kopcenyj-inej-litovskij-kategoria-b-4059010,Колбаса,Колбасные изделия,1675639897,perekrestok,
4839,Сервелат варёно-копчёный Иней Коньячный категория Б,"549,90 ₽",/cat/384/p/servelat-vareno-kopcenyj-inej-konacnyj-kategoria-b-4250454,Колбаса,Колбасные изделия,1675639897,perekrestok,"759,99 ₽"
4840,"Колбаса Идель По-Татарски варёно-копчёная , 400г","349,99 ₽",/cat/830/p/kolbasa-idel-po-tatarski-vareno-kopcenaa-400g-4263572,Колбаса,Колбасные изделия,1675639897,perekrestok,
4841,Сервелат варёно-копчёный Мясная История категория Б,"999,99 ₽",/cat/384/p/servelat-vareno-kopcenyj-masnaa-istoria-kategoria-b-4184000,Колбаса,Колбасные изделия,1675639897,perekrestok,
4842,Сервелат варёно-копчёный МД Бородина От бородина категория А,"139,90 ₽",/cat/384/p/servelat-vareno-kopcenyj-md-borodina-ot-borodina-kategoria-a-3976405,Колбаса,Колбасные изделия,1675639897,perekrestok,
4843,"Салями сырокопчёная Пражская Маркет Перекрёсток, 100г","134,99 ₽",/cat/350/p/salami-syrokopcenaa-prazskaa-market-perekrestok-100g-4095329,Колбаса,Колбасные изделия,1675639897,perekrestok,
4844,"Колбаса сырокопчёная Сальчичон полусухая Маркет Перекрёсток, 100г","144,99 ₽",/cat/350/p/kolbasa-syrokopcenaa-salcicon-polusuhaa-market-perekrestok-100g-4141051,Колбаса,Колбасные изделия,1675639897,perekrestok,
4845,"Колбаса сырокопчёная Брауншвейгская категория А Маркет Перекрёсток, 300г","459,99 ₽",/cat/350/p/kolbasa-syrokopcenaa-braunsvejgskaa-kategoria-a-market-perekrestok-300g-4100196,Колбаса,Колбасные изделия,1675639897,perekrestok,
4846,"Колбаса сырокопчёная Итальянская Маркет Перекрёсток, 300г","339,99 ₽",/cat/350/p/kolbasa-syrokopcenaa-italanskaa-market-perekrestok-300g-4100198,Колбаса,Колбасные изделия,1675639897,perekrestok,
4847,"Салями сырокопчёная Останкино Итальянская в нарезке, 150г","129,99 ₽",/cat/384/p/salami-syrokopcenaa-ostankino-italanskaa-v-narezke-150g-3140747,Колбаса,Колбасные изделия,1675639897,perekrestok,"219,99 ₽"
4848,"Колбаса сырокопчёная Велком Велкомовская-брауншвейгская-миланская полусухая в нарезке, 150г","179,99 ₽",/cat/384/p/kolbasa-syrokopcenaa-velkom-velkomovskaa-braunsvejgskaa-milanskaa-polusuhaa-v-narezke-150g-4024932,Колбаса,Колбасные изделия,1675639897,perekrestok,"249,99 ₽"
4849,"Колбаса сырокопчёная Черкизово Сальчичон в нарезке, 100г","164,99 ₽",/cat/384/p/kolbasa-syrokopcenaa-cerkizovo-salcicon-v-narezke-100g-3332887,Колбаса,Колбасные изделия,1675639897,perekrestok,
4850,"Колбаса сырокопчёная Останкино Ароматная, 100г","129,99 ₽",/cat/384/p/kolbasa-syrokopcenaa-ostankino-aromatnaa-100g-3469277,Колбаса,Колбасные изделия,1675639897,perekrestok,
4851,"Салями сырокопчёная Черкизово Астория полусухая, 85г","99,99 ₽",/cat/384/p/salami-syrokopcenaa-cerkizovo-astoria-polusuhaa-85g-4045568,Колбаса,Колбасные изделия,1675639897,perekrestok,
4852,"Колбаса сырокопчёная Черкизово Сальчичон премиум, 350г","379,99 ₽",/cat/384/p/kolbasa-syrokopcenaa-cerkizovo-salcicon-premium-350g-3930255,Колбаса,Колбасные изделия,1675639897,perekrestok,"569,99 ₽"
4853,"Колбаса сырокопчёная Черкизово Брауншвейгская полусухая категория А, 85г","179,99 ₽",/cat/384/p/kolbasa-syrokopcenaa-cerkizovo-braunsvejgskaa-polusuhaa-kategoria-a-85g-4125242,Колбаса,Колбасные изделия,1675639897,perekrestok,
4854,"Колбаса сырокопчёная Егорьевская КГФ Брауншвейгская в нарезке, 100г","219,99 ₽",/cat/384/p/kolbasa-syrokopcenaa-egorevskaa-kgf-braunsvejgskaa-v-narezke-100g-3380222,Колбаса,Колбасные изделия,1675639897,perekrestok,
4855,"Колбаски сырокопчёные Дымов Пиколини со вкусом бекона полусухие, 50г","59,99 ₽",/cat/384/p/kolbaski-syrokopcenye-dymov-pikolini-so-vkusom-bekona-polusuhie-50g-4035891,Колбаса,Колбасные изделия,1675639897,perekrestok,
4856,"Колбаса сырокопчёная Мясная История Сальчичон-тоскана полусухая в нарезке, 100г","199,99 ₽",/cat/384/p/kolbasa-syrokopcenaa-masnaa-istoria-salcicon-toskana-polusuhaa-v-narezke-100g-3672059,Колбаса,Колбасные изделия,1675639897,perekrestok,
4857,"Колбаса сырокопчёная Ремит Trio mio в нарезке ассорти, 100г","219,99 ₽",/cat/384/p/kolbasa-syrokopcenaa-remit-trio-mio-v-narezke-assorti-100g-3648372,Колбаса,Колбасные изделия,1675639897,perekrestok,
4858,"Колбаски сырокопчёные Kabanos Chicken куриные, 70г","99,99 ₽",/cat/384/p/kolbaski-syrokopcenye-kabanos-chicken-kurinye-70g-3692787,Колбаса,Колбасные изделия,1675639897,perekrestok,
4859,"Колбаса сырокопчёная Егорьевская КГФ Палермо в нарезке, 100г","139,99 ₽",/cat/384/p/kolbasa-syrokopcenaa-egorevskaa-kgf-palermo-v-narezke-100g-3622973,Колбаса,Колбасные изделия,1675639897,perekrestok,"179,99 ₽"
4860,"Колбаски сырокопчёные Дымов Пиколини со вкусом чеснока полусухие, 50г","59,99 ₽",/cat/384/p/kolbaski-syrokopcenye-dymov-pikolini-so-vkusom-cesnoka-polusuhie-50g-4035892,Колбаса,Колбасные изделия,1675639897,perekrestok,
4861,"Колбаса сырокопчёная Егорьевская КГФ Столичная в нарезке, 100г","209,99 ₽",/cat/384/p/kolbasa-syrokopcenaa-egorevskaa-kgf-stolicnaa-v-narezke-100g-3380221,Колбаса,Колбасные изделия,1675639897,perekrestok,
4862,"Колбаски сырокопчёные Kabanos Chili, 70г","99,99 ₽",/cat/384/p/kolbaski-syrokopcenye-kabanos-chili-70g-3942569,Колбаса,Колбасные изделия,1675639897,perekrestok,
4863,"Колбаски сырокопчёные Дымов Пиколини сметана и лук полусухие, 50г","59,99 ₽",/cat/384/p/kolbaski-syrokopcenye-dymov-pikolini-smetana-i-luk-polusuhie-50g-4063721,Колбаса,Колбасные изделия,1675639897,perekrestok,
4864,"Колбаса сырокопчёная МД Бородина Лацио категория А, 70г","149,99 ₽",/cat/384/p/kolbasa-syrokopcenaa-md-borodina-lacio-kategoria-a-70g-4138506,Колбаса,Колбасные изделия,1675639897,perekrestok,"229,99 ₽"
4865,Салями сырокопчёная Ближние Горки Итальянская категория В,"599,50 ₽",/cat/384/p/salami-syrokopcenaa-bliznie-gorki-italanskaa-kategoria-v-3021048,Колбаса,Колбасные изделия,1675639897,perekrestok,
