,name,price,url,little_cat,big_cat,start_timestamp,shop,price_old
0,"Мини-ролл с угрем «Много Лосося», 110г","279,00 ₽",/cat/720/p/mini-roll-s-ugrem-mnogo-lososa-110g-4131009,Ужин для двоих,Для любимых,1675639897,perekrestok,
1,"Ролл Снежная калифорния «Много Лосося», 190г","289,00 ₽",/cat/720/p/roll-sneznaa-kalifornia-mnogo-lososa-190g-4132488,Ужин для двоих,Для любимых,1675639897,perekrestok,
2,"Ролл Филадельфия «Много Лосося»,  215г","399,00 ₽",/cat/720/p/roll-filadelfia-mnogo-lososa-215g-4131025,Ужин для двоих,Для любимых,1675639897,perekrestok,
3,"Ролл Лосось Спайс «Много Лосося»,  210г","299,00 ₽",/cat/720/p/roll-losos-spajs-mnogo-lososa-210g-4131001,Ужин для двоих,Для любимых,1675639897,perekrestok,
4,"Мини-ролл с огурцом «Много Лосося», 110г","139,00 ₽",/cat/720/p/mini-roll-s-ogurcom-mnogo-lososa-110g-4130993,Ужин для двоих,Для любимых,1675639897,perekrestok,
5,"Гункан с сурими спайси «Много Лосося», 125г","199,00 ₽",/cat/720/p/gunkan-s-surimi-spajsi-mnogo-lososa-125g-4130994,Ужин для двоих,Для любимых,1675639897,perekrestok,
6,"Ролл Калифорния с лососем «Много Лосося», 200г","389,00 ₽",/cat/720/p/roll-kalifornia-s-lososem-mnogo-lososa-200g-4132481,Ужин для двоих,Для любимых,1675639897,perekrestok,
7,"Ролл Филадельфия Фреш «Много Лосося», 200г","299,00 ₽",/cat/720/p/roll-filadelfia-fres-mnogo-lososa-200g-4132490,Ужин для двоих,Для любимых,1675639897,perekrestok,
8,"Ролл Дракон «Много Лосося» , 190г","399,00 ₽",/cat/720/p/roll-drakon-mnogo-lososa-190g-4132491,Ужин для двоих,Для любимых,1675639897,perekrestok,
9,"Сет №1 «Много Лосося», 610г","849,00 ₽",/cat/720/p/set-no1-mnogo-lososa-610g-4131019,Ужин для двоих,Для любимых,1675639897,perekrestok,
10,"Сет на двоих «Много Лосося», 515г","949,00 ₽",/cat/720/p/set-na-dvoih-mnogo-lososa-515g-4174592,Ужин для двоих,Для любимых,1675639897,perekrestok,
11,"Соус соевый, 30г","25,00 ₽",/cat/720/p/sous-soevyj-30g-4130566,Ужин для двоих,Для любимых,1675639897,perekrestok,
12,"Имбирь маринованный белый, 20г","25,00 ₽",/cat/720/p/imbir-marinovannyj-belyj-20g-4130670,Ужин для двоих,Для любимых,1675639897,perekrestok,
13,"Япо Буррито с лососем «Много Лосося», 215г","299,00 ₽",/cat/720/p/apo-burrito-s-lososem-mnogo-lososa-215g-4221718,Ужин для двоих,Для любимых,1675639897,perekrestok,
14,"Япо Буррито Сурими, 200г","225,00 ₽",/cat/720/p/apo-burrito-surimi-200g-4221717,Ужин для двоих,Для любимых,1675639897,perekrestok,
15,"Япо Буррито с острым лососем «Много Лосося», 220г","319,00 ₽",/cat/720/p/apo-burrito-s-ostrym-lososem-mnogo-lososa-220g-4221721,Ужин для двоих,Для любимых,1675639897,perekrestok,
16,"Салат Нисуаз с тунцом  Шеф Перекрёсток, 170г","229,99 ₽",/cat/719/p/salat-nisuaz-s-tuncom-sef-perekrestok-170g-4254530,Ужин для двоих,Для любимых,1675639897,perekrestok,
17,"Салат Алекс Шеф Перекрёсток, 200г","179,99 ₽",/cat/719/p/salat-aleks-sef-perekrestok-200g-3680195,Ужин для двоих,Для любимых,1675639897,perekrestok,
18,"Салат Цезарь Шеф Перекрёсток, 220г","299,99 ₽",/cat/719/p/salat-cezar-sef-perekrestok-220g-4225649,Ужин для двоих,Для любимых,1675639897,perekrestok,
19,"Салат Коул слоу Шеф Перекрёсток, 200г","149,99 ₽",/cat/719/p/salat-koul-slou-sef-perekrestok-200g-4215379,Ужин для двоих,Для любимых,1675639897,perekrestok,
20,"Салат Фаворит Шеф Перекрёсток, 200г","189,99 ₽",/cat/719/p/salat-favorit-sef-perekrestok-200g-3681181,Ужин для двоих,Для любимых,1675639897,perekrestok,
21,"Салат по-скандинавски Шеф Перекрёсток, 170г","229,99 ₽",/cat/719/p/salat-po-skandinavski-sef-perekrestok-170g-4223585,Ужин для двоих,Для любимых,1675639897,perekrestok,
22,"Паста Шеф Перекрёсток Карбонара, 250г","199,99 ₽",/cat/719/p/pasta-sef-perekrestok-karbonara-250g-4128971,Ужин для двоих,Для любимых,1675639897,perekrestok,
23,"Паста Шеф Перекрёсток Болоньезе, 250г","199,99 ₽",/cat/719/p/pasta-sef-perekrestok-boloneze-250g-4120448,Ужин для двоих,Для любимых,1675639897,perekrestok,
24,"Паста с ветчиной и грибами Шеф Перекрёсток, 250г","199,99 ₽",/cat/719/p/pasta-s-vetcinoj-i-gribami-sef-perekrestok-250g-4123368,Ужин для двоих,Для любимых,1675639897,perekrestok,
25,"Плов с говядиной Шеф Перекрёсток, 250г","169,99 ₽",/cat/719/p/plov-s-govadinoj-sef-perekrestok-250g-4274949,Ужин для двоих,Для любимых,1675639897,perekrestok,"229,99 ₽"
26,"Мясо по-французски с картофелем Шеф Перекресток, 250г","199,99 ₽",/cat/719/p/maso-po-francuzski-s-kartofelem-sef-perekrestok-250g-4215382,Ужин для двоих,Для любимых,1675639897,perekrestok,
27,"Кальмар в сливочном соусе с рисом Шеф Перекрёсток, 230г","199,99 ₽",/cat/719/p/kalmar-v-slivocnom-souse-s-risom-sef-perekrestok-230g-4273863,Ужин для двоих,Для любимых,1675639897,perekrestok,"269,99 ₽"
28,"Филе сайды под маринадом с картофельным пюре Шеф Перекрёсток, 250г","199,99 ₽",/cat/719/p/file-sajdy-pod-marinadom-s-kartofelnym-pure-sef-perekrestok-250g-4274947,Ужин для двоих,Для любимых,1675639897,perekrestok,"269,99 ₽"
29,"Индейка в соусе бешамель с пастой орзо Шеф Перекрёсток, 250г","199,99 ₽",/cat/719/p/indejka-v-souse-besamel-s-pastoj-orzo-sef-perekrestok-250g-4275453,Ужин для двоих,Для любимых,1675639897,perekrestok,"269,99 ₽"
30,"Боллы из индейки с яичной лапшой и кисло-сладким соусом Шеф Перекрёсток, 280г","199,99 ₽",/cat/719/p/bolly-iz-indejki-s-aicnoj-lapsoj-i-kislo-sladkim-sousom-sef-perekrestok-280g-4275350,Ужин для двоих,Для любимых,1675639897,perekrestok,"269,99 ₽"
31,"Курица Шеф Перекрёсток терияки на рисе, 250г","299,99 ₽",/cat/719/p/kurica-sef-perekrestok-teriaki-na-rise-250g-3925485,Ужин для двоих,Для любимых,1675639897,perekrestok,
32,"Рисовая лапша с морепродуктами Шеф Перекрёсток, 240г","259,99 ₽",/cat/719/p/risovaa-lapsa-s-moreproduktami-sef-perekrestok-240g-4073548,Ужин для двоих,Для любимых,1675639897,perekrestok,
33,"Котлета куриная с грибным соусом Шеф Перекрёсток by Novikov, 300г","299,99 ₽",/cat/719/p/kotleta-kurinaa-s-gribnym-sousom-sef-perekrestok-by-novikov-300g-4052144,Ужин для двоих,Для любимых,1675639897,perekrestok,
34,"Паста Шеф Перекрёсток 4 сыра, 250г","259,99 ₽",/cat/719/p/pasta-sef-perekrestok-4-syra-250g-4156187,Ужин для двоих,Для любимых,1675639897,perekrestok,
35,"Паста с курицей в соусе Альфредо Шеф Перекрёсток, 250г","199,99 ₽",/cat/719/p/pasta-s-kuricej-v-souse-alfredo-sef-perekrestok-250g-4262799,Ужин для двоих,Для любимых,1675639897,perekrestok,
36,"Паста Шеф Перекрёсток с курицей и сыром в сливочном соусе, 170г","159,99 ₽",/cat/719/p/pasta-sef-perekrestok-s-kuricej-i-syrom-v-slivocnom-souse-170g-4137999,Ужин для двоих,Для любимых,1675639897,perekrestok,
37,"Паста с цыплёнком Шеф Перекрёсток by Novikov Пепе Верде в соусе, 260г","259,99 ₽",/cat/719/p/pasta-s-cyplenkom-sef-perekrestok-by-novikov-pepe-verde-v-souse-260g-4181549,Ужин для двоих,Для любимых,1675639897,perekrestok,
38,"Фрикасе из индейки с ароматным рисом Шеф Перекрёсток, 250г","199,99 ₽",/cat/719/p/frikase-iz-indejki-s-aromatnym-risom-sef-perekrestok-250g-4275455,Ужин для двоих,Для любимых,1675639897,perekrestok,"269,99 ₽"
39,"Жареный рис по-азиатски с креветками Шеф Перекрёсток, 250г","259,99 ₽",/cat/719/p/zarenyj-ris-po-aziatski-s-krevetkami-sef-perekrestok-250g-4221854,Ужин для двоих,Для любимых,1675639897,perekrestok,
40,"Паста с курицей и томатным соусом  Шеф Перекрёсток, 250г","199,99 ₽",/cat/719/p/pasta-s-kuricej-i-tomatnym-sousom-sef-perekrestok-250g-4262800,Ужин для двоих,Для любимых,1675639897,perekrestok,
41,"Гратен Шеф Перекрёсток картофельный, 220г","199,99 ₽",/cat/719/p/graten-sef-perekrestok-kartofelnyj-220g-4133309,Ужин для двоих,Для любимых,1675639897,perekrestok,
42,"Говяжья котлета с картофельным гратеном и грибным соусом Шеф Перекрёсток by Novikov, 280г","299,99 ₽",/cat/719/p/govaza-kotleta-s-kartofelnym-gratenom-i-gribnym-sousom-sef-perekrestok-by-novikov-280g-4181552,Ужин для двоих,Для любимых,1675639897,perekrestok,
43,"Бризоль из трески с зеленым пюре Шеф Перекрёсток, 255г","259,99 ₽",/cat/719/p/brizol-iz-treski-s-zelenym-pure-sef-perekrestok-255g-4175246,Ужин для двоих,Для любимых,1675639897,perekrestok,
44,"Котлета из индейки с кус-кусом и соусом Паприка Шеф Перекрёсток by Novikov, 250г","299,99 ₽",/cat/719/p/kotleta-iz-indejki-s-kus-kusom-i-sousom-paprika-sef-perekrestok-by-novikov-250g-4120453,Ужин для двоих,Для любимых,1675639897,perekrestok,
45,"Пицца Четыре сыра, 735г","579,00 ₽",/cat/720/p/picca-cetyre-syra-735g-4164757,Ужин для двоих,Для любимых,1675639897,perekrestok,
46,"Пицца Пепперони,  920г","579,00 ₽",/cat/720/p/picca-pepperoni-920g-4164759,Ужин для двоих,Для любимых,1675639897,perekrestok,
47,"Пицца  Маргарита, 815г","519,00 ₽",/cat/720/p/picca-margarita-815g-4164761,Ужин для двоих,Для любимых,1675639897,perekrestok,
48,"Пицца  BBQ,  980г","579,00 ₽",/cat/720/p/picca-bbq-980g-4170534,Ужин для двоих,Для любимых,1675639897,perekrestok,
49,"Пицца Ветчина-грибы, 950г","579,00 ₽",/cat/720/p/picca-vetcina-griby-950g-4170544,Ужин для двоих,Для любимых,1675639897,perekrestok,
50,"Пицца  Маргарита кусок, 100г","89,00 ₽",/cat/720/p/picca-margarita-kusok-100g-4164763,Ужин для двоих,Для любимых,1675639897,perekrestok,
51,"Пицца Пепперони кусок, 110г","89,00 ₽",/cat/720/p/picca-pepperoni-kusok-110g-4164764,Ужин для двоих,Для любимых,1675639897,perekrestok,
52,"Пицца Четыре сыра кусок, 100г","89,00 ₽",/cat/720/p/picca-cetyre-syra-kusok-100g-4164770,Ужин для двоих,Для любимых,1675639897,perekrestok,
53,"Пицца BBQ кусок, 120г","89,00 ₽",/cat/720/p/picca-bbq-kusok-120g-4170535,Ужин для двоих,Для любимых,1675639897,perekrestok,
54,"Пицца Ветчина-грибы кусок, 115г","89,00 ₽",/cat/720/p/picca-vetcina-griby-kusok-115g-4170542,Ужин для двоих,Для любимых,1675639897,perekrestok,
55,"Пицца Мясная кусок, 110г","89,00 ₽",/cat/720/p/picca-masnaa-kusok-110g-4170548,Ужин для двоих,Для любимых,1675639897,perekrestok,
56,"Пицца Жюльен кусок, 100г","89,00 ₽",/cat/720/p/picca-zulen-kusok-100g-4225063,Ужин для двоих,Для любимых,1675639897,perekrestok,
57,"Пицца Жульен, 830г","649,00 ₽",/cat/720/p/picca-zulen-830g-4225058,Ужин для двоих,Для любимых,1675639897,perekrestok,
58,"Пицца Мексиканская, 850г","699,00 ₽",/cat/720/p/picca-meksikanskaa-850g-4225065,Ужин для двоих,Для любимых,1675639897,perekrestok,
59,"Пирожное Макаронс Соленая Карамель, 24г","43,99 ₽",/cat/401/p/piroznoe-makarons-solenaa-karamel-24g-78031839,Ужин для двоих,Для любимых,1675639897,perekrestok,"54,90 ₽"
60,"Пирожное Макаронс Малина, 24г","43,99 ₽",/cat/401/p/piroznoe-makarons-malina-24g-78031840,Ужин для двоих,Для любимых,1675639897,perekrestok,"54,90 ₽"
61,"Пирожное Макаронс Темный шоколад, 24г","43,99 ₽",/cat/401/p/piroznoe-makarons-temnyj-sokolad-24g-78031838,Ужин для двоих,Для любимых,1675639897,perekrestok,"54,90 ₽"
62,"Пирожное Макаронс Клубника, 24г","43,99 ₽",/cat/401/p/piroznoe-makarons-klubnika-24g-78031843,Ужин для двоих,Для любимых,1675639897,perekrestok,"54,90 ₽"
63,"Пирожное Макаронс Черная Смородина, 24г","43,99 ₽",/cat/401/p/piroznoe-makarons-cernaa-smorodina-24g-78031836,Ужин для двоих,Для любимых,1675639897,perekrestok,"54,90 ₽"
64,"Пирожное Макаронс Кокос, 24г","54,90 ₽",/cat/401/p/piroznoe-makarons-kokos-24g-78031842,Ужин для двоих,Для любимых,1675639897,perekrestok,
65,"Пирожное Макаронс Апельсин, 24г","54,90 ₽",/cat/401/p/piroznoe-makarons-apelsin-24g-78031844,Ужин для двоих,Для любимых,1675639897,perekrestok,
66,"Мороженое пломбир солёная карамель 15% Зелёная Линия, 75г","87,99 ₽",/cat/349/p/morozenoe-plombir-solenaa-karamel-15-zelenaa-linia-75g-4096147,Ужин для двоих,Для любимых,1675639897,perekrestok,
67,"Десерт сорбет Малиновый замороженный Зелёная Линия, 75г","129,99 ₽",/cat/349/p/desert-sorbet-malinovyj-zamorozennyj-zelenaa-linia-75g-4096150,Ужин для двоих,Для любимых,1675639897,perekrestok,
68,"Мороженое сливочное Мятное с брауни 10% Зелёная Линия, 75г","104,99 ₽",/cat/349/p/morozenoe-slivocnoe-matnoe-s-brauni-10-zelenaa-linia-75g-4096144,Ужин для двоих,Для любимых,1675639897,perekrestok,
69,"Мороженое сливочное клубника со сливками 10% Зелёная Линия, 75г","114,99 ₽",/cat/349/p/morozenoe-slivocnoe-klubnika-so-slivkami-10-zelenaa-linia-75g-4096146,Ужин для двоих,Для любимых,1675639897,perekrestok,
70,"Десерт сорбет Манго-груша замороженный Зелёная Линия, 75г","129,99 ₽",/cat/349/p/desert-sorbet-mango-grusa-zamorozennyj-zelenaa-linia-75g-4096149,Ужин для двоих,Для любимых,1675639897,perekrestok,
71,"Десерт Чизкейк фисташковый, 60г","79,99 ₽",/cat/401/p/desert-cizkejk-fistaskovyj-60g-78032951,Ужин для двоих,Для любимых,1675639897,perekrestok,"89,99 ₽"
72,"Десерт Чизкейк шоколадный с вишней, 60г","79,99 ₽",/cat/401/p/desert-cizkejk-sokoladnyj-s-visnej-60g-78032952,Ужин для двоих,Для любимых,1675639897,perekrestok,"89,99 ₽"
73,"Мороженое Мадагаскарская ваниль пломбир 14% Зелёная Линия, 75г","104,99 ₽",/cat/349/p/morozenoe-madagaskarskaa-vanil-plombir-14-zelenaa-linia-75g-4210656,Ужин для двоих,Для любимых,1675639897,perekrestok,
74,"Десерт Пломбир с шоколадом Шеф Перекрёсток, 150г","159,99 ₽",/cat/719/p/desert-plombir-s-sokoladom-sef-perekrestok-150g-4046641,Ужин для двоих,Для любимых,1675639897,perekrestok,
75,"Пирожное Макаронс Киви, 24г","54,90 ₽",/cat/401/p/piroznoe-makarons-kivi-24g-78031846,Ужин для двоих,Для любимых,1675639897,perekrestok,
76,"Десерт Наполеон с заварным кремом Шеф Перекрёсток, 100г","159,99 ₽",/cat/719/p/desert-napoleon-s-zavarnym-kremom-sef-perekrestok-100g-4045380,Ужин для двоих,Для любимых,1675639897,perekrestok,
77,Пирожное наполеон 135г,"119,99 ₽",/cat/401/p/piroznoe-napoleon-135g-78031559,Ужин для двоих,Для любимых,1675639897,perekrestok,
78,"Эклер Карамельный, 60г","89,99 ₽",/cat/401/p/ekler-karamelnyj-60g-78033085,Ужин для двоих,Для любимых,1675639897,perekrestok,
79,"Десерт Панна котта Шеф Перекрёсток, 200г","159,99 ₽",/cat/719/p/desert-panna-kotta-sef-perekrestok-200g-4046380,Ужин для двоих,Для любимых,1675639897,perekrestok,
80,"Эклер Кофе-миндаль, 60г","89,99 ₽",/cat/401/p/ekler-kofe-mindal-60g-78033086,Ужин для двоих,Для любимых,1675639897,perekrestok,
81,"Мороженое Малиновый пирог с белым шоколадом пломбир 15% Зелёная Линия, 300г","279,99 ₽",/cat/349/p/morozenoe-malinovyj-pirog-s-belym-sokoladom-plombir-15-zelenaa-linia-300g-4210655,Ужин для двоих,Для любимых,1675639897,perekrestok,"359,99 ₽"
82,"Мороженое Baskin Robbins печенье со сливками, 1л","759,99 ₽",/cat/421/p/morozenoe-baskin-robbins-pecene-so-slivkami-1l-4858,Ужин для двоих,Для любимых,1675639897,perekrestok,
83,"Пломбир Чистая Линия Семейное ванильный 12%, 450г","409,99 ₽",/cat/421/p/plombir-cistaa-linia-semejnoe-vanilnyj-12-450g-3334702,Ужин для двоих,Для любимых,1675639897,perekrestok,
84,"Эклер Лимонный, 60г","89,99 ₽",/cat/401/p/ekler-limonnyj-60g-78033088,Ужин для двоих,Для любимых,1675639897,perekrestok,
85,"Мороженое Халва с миндалем сливочное 10% Зелёная Линия, 300г","359,99 ₽",/cat/349/p/morozenoe-halva-s-mindalem-slivocnoe-10-zelenaa-linia-300g-4210654,Ужин для двоих,Для любимых,1675639897,perekrestok,
86,"Десерт Тирамису Шеф Перекрёсток, 100г","159,99 ₽",/cat/719/p/desert-tiramisu-sef-perekrestok-100g-4045382,Ужин для двоих,Для любимых,1675639897,perekrestok,
87,"Сорбет Малина-Личи Зелёная Линия, 300г","479,00 ₽",/cat/349/p/sorbet-malina-lici-zelenaa-linia-300g-4210653,Ужин для двоих,Для любимых,1675639897,perekrestok,
88,"Эклер Манго-абрикос, 60г","89,99 ₽",/cat/401/p/ekler-mango-abrikos-60g-78033089,Ужин для двоих,Для любимых,1675639897,perekrestok,
89,"Эклер Вишня-ваниль, 60г","89,99 ₽",/cat/401/p/ekler-visna-vanil-60g-78033084,Ужин для двоих,Для любимых,1675639897,perekrestok,
90,"Пломбир Чистая линия Пломбироешка ванильный 12%, 450г","529,99 ₽",/cat/421/p/plombir-cistaa-linia-plombiroeska-vanilnyj-12-450g-3454242,Ужин для двоих,Для любимых,1675639897,perekrestok,
91,"Мороженое Movenpick Swiss Chocolate сливочное с шоколадом и шоколадным соусом 10.2%, 276г","819,99 ₽",/cat/421/p/morozenoe-movenpick-swiss-chocolate-slivocnoe-s-sokoladom-i-sokoladnym-sousom-10-2-276g-4126247,Ужин для двоих,Для любимых,1675639897,perekrestok,
92,"Десерт Морковный торт Шеф Перекресток, 150г","159,99 ₽",/cat/719/p/desert-morkovnyj-tort-sef-perekrestok-150g-4243162,Ужин для двоих,Для любимых,1675639897,perekrestok,
93,"Десерт Сметанник Шеф Перекресток, 150г","159,99 ₽",/cat/719/p/desert-smetannik-sef-perekrestok-150g-4243161,Ужин для двоих,Для любимых,1675639897,perekrestok,
94,"Мороженое сливочное Iceumi Моджи персик-маракуйя в рисовой глазури 10%, 300г","349,99 ₽",/cat/421/p/morozenoe-slivocnoe-iceumi-modzi-persik-marakuja-v-risovoj-glazuri-10-300g-3954830,Ужин для двоих,Для любимых,1675639897,perekrestok,
95,"Пломбир Movenpick Vanilla dream ванильный 14%, 252г","499,99 ₽",/cat/421/p/plombir-movenpick-vanilla-dream-vanilnyj-14-252g-4136105,Ужин для двоих,Для любимых,1675639897,perekrestok,
96,Яблоки Гренни смит Маркет Перекрёсток,"119,99 ₽",/cat/350/p/abloki-grenni-smit-market-perekrestok-3366327,Ужин для двоих,Для любимых,1675639897,perekrestok,
97,Яблоки Гольден Маркет Перекрёсток,"119,99 ₽",/cat/350/p/abloki-golden-market-perekrestok-3366324,Ужин для двоих,Для любимых,1675639897,perekrestok,
98,Яблоки Fudzi,"99,99 ₽",/cat/367/p/abloki-fudzi-48645,Ужин для двоих,Для любимых,1675639897,perekrestok,"119,99 ₽"
99,"Голубика Market Collection, 250г","229,99 ₽",/cat/367/p/golubika-market-collection-250g-4052118,Ужин для двоих,Для любимых,1675639897,perekrestok,"279,90 ₽"
100,"Малина, 125г","199,99 ₽",/cat/367/p/malina-125g-21151,Ужин для двоих,Для любимых,1675639897,perekrestok,"299,90 ₽"
101,Виноград Киш-миш,"239,99 ₽",/cat/350/p/vinograd-kis-mis-48660,Ужин для двоих,Для любимых,1675639897,perekrestok,"299,90 ₽"
102,Яблоки Джонаголд,"99,99 ₽",/cat/367/p/abloki-dzonagold-3366346,Ужин для двоих,Для любимых,1675639897,perekrestok,"119,90 ₽"
103,"Спелый плод манго, 1шт","139,99 ₽",/cat/367/p/spelyj-plod-mango-1st-3337004,Ужин для двоих,Для любимых,1675639897,perekrestok,"169,90 ₽"
104,"Клубника, 250г","289,99 ₽",/cat/367/p/klubnika-250g-11034,Ужин для двоих,Для любимых,1675639897,perekrestok,
105,Виноград Ред глоб красный,"309,99 ₽",/cat/367/p/vinograd-red-glob-krasnyj-133,Ужин для двоих,Для любимых,1675639897,perekrestok,
106,Ананас,"189,99 ₽",/cat/367/p/ananas-79084,Ужин для двоих,Для любимых,1675639897,perekrestok,
107,Манго спелый плод,"289,99 ₽",/cat/367/p/mango-spelyj-plod-3697398,Ужин для двоих,Для любимых,1675639897,perekrestok,
108,"Яблоки Ред делишес Маркет Перекрёсток, 4шт","139,99 ₽",/cat/350/p/abloki-red-delises-market-perekrestok-4st-4047903,Ужин для двоих,Для любимых,1675639897,perekrestok,
109,"Яблоки Голден фасованные Маркет Перекрёсток, 1.5кг","169,99 ₽",/cat/350/p/abloki-golden-fasovannye-market-perekrestok-1-5kg-4194477,Ужин для двоих,Для любимых,1675639897,perekrestok,
110,"Яблоки Гольден, 4шт","139,99 ₽",/cat/350/p/abloki-golden-4st-4097665,Ужин для двоих,Для любимых,1675639897,perekrestok,
111,"Ежевика, 125г","329,99 ₽",/cat/367/p/ezevika-125g-20934,Ужин для двоих,Для любимых,1675639897,perekrestok,
112,"Микс малина и голубика в сердце, 250г","549,99 ₽",/cat/367/p/miks-malina-i-golubika-v-serdce-250g-3661147,Ужин для двоих,Для любимых,1675639897,perekrestok,
113,"Ананас мякоть резанный Зелёная Линия, 140г","139,99 ₽",/cat/349/p/ananas-makot-rezannyj-zelenaa-linia-140g-4082469,Ужин для двоих,Для любимых,1675639897,perekrestok,
114,"Голубика Artfruit шейкер, 300г","599,99 ₽",/cat/367/p/golubika-artfruit-sejker-300g-4129944,Ужин для двоих,Для любимых,1675639897,perekrestok,
115,"Ягодный микс голубика-малина-ежевика, 300г","699,99 ₽",/cat/367/p/agodnyj-miks-golubika-malina-ezevika-300g-3626558,Ужин для двоих,Для любимых,1675639897,perekrestok,
116,"Мини микс голубика-малина Market Collection, 150г","319,99 ₽",/cat/367/p/mini-miks-golubika-malina-market-collection-150g-3671772,Ужин для двоих,Для любимых,1675639897,perekrestok,
117,"Малина Artfruit, 140г","399,99 ₽",/cat/367/p/malina-artfruit-140g-4261266,Ужин для двоих,Для любимых,1675639897,perekrestok,
118,"Манго ArtFruit Ready To Eat, 2шт","279,99 ₽",/cat/367/p/mango-artfruit-ready-to-eat-2st-4154874,Ужин для двоих,Для любимых,1675639897,perekrestok,
119,"Голубика Artfruit, 500г","949,99 ₽",/cat/367/p/golubika-artfruit-500g-4001436,Ужин для двоих,Для любимых,1675639897,perekrestok,
120,"Манго Тайское Market Collection, 1шт","479,90 ₽",/cat/367/p/mango-tajskoe-market-collection-1st-2109413,Ужин для двоих,Для любимых,1675639897,perekrestok,
121,"Батончики Twix Minis песочные с карамелью и шоколадом, 184г","199,99 ₽",/cat/402/p/batonciki-twix-minis-pesocnye-s-karamelu-i-sokoladom-184g-3340581,Подарки,Для любимых,1675639897,perekrestok,
122,"Батончики Snickers Minis шоколадные, 180г","199,99 ₽",/cat/402/p/batonciki-snickers-minis-sokoladnye-180g-3371877,Подарки,Для любимых,1675639897,perekrestok,
123,"Батончик шоколадный Snickers жареный арахис-карамель-нуга, 4х40г","144,99 ₽",/cat/402/p/batoncik-sokoladnyj-snickers-zarenyj-arahis-karamel-nuga-4h40g-4110633,Подарки,Для любимых,1675639897,perekrestok,
124,"Печенье сахарное Twix с карамелью покрытое молочным шоколадом, 3х55г","154,99 ₽",/cat/402/p/pecene-saharnoe-twix-s-karamelu-pokrytoe-molocnym-sokoladom-3h55g-4110622,Подарки,Для любимых,1675639897,perekrestok,
125,Батончики Bounty с нежной мякотью кокоса в молочном шоколаде,"88,00 ₽",/cat/402/p/batonciki-bounty-s-neznoj-makotu-kokosa-v-molocnom-sokolade-78005190,Подарки,Для любимых,1675639897,perekrestok,
126,Печенье песочное Twix Minis с карамелью и шоколадом,"90,00 ₽",/cat/402/p/pecene-pesocnoe-twix-minis-s-karamelu-i-sokoladom-3215967,Подарки,Для любимых,1675639897,perekrestok,
127,"Батончики Mars Minis шоколадные с нугой-карамелью, 182г","219,99 ₽",/cat/402/p/batonciki-mars-minis-sokoladnye-s-nugoj-karamelu-182g-3462830,Подарки,Для любимых,1675639897,perekrestok,
128,Шоколадный батончик Snickers Minis с арахисом-нугой,"90,00 ₽",/cat/402/p/sokoladnyj-batoncik-snickers-minis-s-arahisom-nugoj-3215964,Подарки,Для любимых,1675639897,perekrestok,
129,Шоколадный батончик Milky Way Minis с суфле в молочном шоколаде,"88,00 ₽",/cat/402/p/sokoladnyj-batoncik-milky-way-minis-s-sufle-v-molocnom-sokolade-3016182,Подарки,Для любимых,1675639897,perekrestok,
130,"Набор конфет Коркунов ассорти молочный шоколад, 192г","469,99 ₽",/cat/402/p/nabor-konfet-korkunov-assorti-molocnyj-sokolad-192g-3639113,Подарки,Для любимых,1675639897,perekrestok,
131,Шоколадный батончик Mars Minis с нугой-карамелью,"90,00 ₽",/cat/402/p/sokoladnyj-batoncik-mars-minis-s-nugoj-karamelu-3020931,Подарки,Для любимых,1675639897,perekrestok,
132,"Набор конфет Коркунов ассорти из тёмного и молочного шоколада, 192г","459,99 ₽",/cat/402/p/nabor-konfet-korkunov-assorti-iz-temnogo-i-molocnogo-sokolada-192g-3639115,Подарки,Для любимых,1675639897,perekrestok,
133,"Набор конфет Коркунов ассорти тёмный шоколад, 192г","469,99 ₽",/cat/402/p/nabor-konfet-korkunov-assorti-temnyj-sokolad-192g-3639114,Подарки,Для любимых,1675639897,perekrestok,
134,"Шоколад молочный Dove с миндально-апельсиновым грильяжем, 90г","164,99 ₽",/cat/402/p/sokolad-molocnyj-dove-s-mindalno-apelsinovym-grilazem-90g-3484515,Подарки,Для любимых,1675639897,perekrestok,
135,"Батончик шоколадный Snickers Супер из нуги карамели и арахиса, 80г","67,99 ₽",/cat/402/p/batoncik-sokoladnyj-snickers-super-iz-nugi-karameli-i-arahisa-80g-4133363,Подарки,Для любимых,1675639897,perekrestok,
136,"Драже M&M's с арахисом, 45г","59,99 ₽",/cat/402/p/draze-m-ms-s-arahisom-45g-3386335,Подарки,Для любимых,1675639897,perekrestok,
137,"Батончик шоколадный Twix Экстра с печеньем, 82г","69,99 ₽",/cat/402/p/batoncik-sokoladnyj-twix-ekstra-s-pecenem-82g-2138420,Подарки,Для любимых,1675639897,perekrestok,
138,"Батончик шоколадный Milky Way, 26г","19,99 ₽",/cat/402/p/batoncik-sokoladnyj-milky-way-26g-5164,Подарки,Для любимых,1675639897,perekrestok,
139,"Батончик шоколадный Twix с печеньем, 55г","45,99 ₽",/cat/402/p/batoncik-sokoladnyj-twix-s-pecenem-55g-7650,Подарки,Для любимых,1675639897,perekrestok,
140,"Батончик шоколадный Bounty Трио, 82.5г","65,99 ₽",/cat/402/p/batoncik-sokoladnyj-bounty-trio-82-5g-2100611,Подарки,Для любимых,1675639897,perekrestok,
