,name,price,price_old,url,little_cat,big_cat,start_timestamp,shop
480,"Черешня, 500г","149,90 ₽",,/cat/367/p/ceresna-500g-3633436,Сейчас сезон,"Лето, солнце, жара",1657052141,perekrestok
481,Клубника свежая,"499,90 ₽",,/cat/367/p/klubnika-svezaa-5582,Сейчас сезон,"Лето, солнце, жара",1657052141,perekrestok
482,Груши Пакхам,"119,90 ₽",,/cat/367/p/grusi-pakham-2814,Сейчас сезон,"Лето, солнце, жара",1657052141,perekrestok
483,Лимон,"139,90 ₽",,/cat/367/p/limon-1536,Сейчас сезон,"Лето, солнце, жара",1657052141,perekrestok
484,"Клубника, 250г","189,90 ₽",,/cat/367/p/klubnika-250g-11034,Сейчас сезон,"Лето, солнце, жара",1657052141,perekrestok
485,Дыня жёлтая,"69,90 ₽",,/cat/367/p/dyna-zeltaa-8063,Сейчас сезон,"Лето, солнце, жара",1657052141,perekrestok
486,Дыня Торпеда,"119,90 ₽",,/cat/367/p/dyna-torpeda-79041,Сейчас сезон,"Лето, солнце, жара",1657052141,perekrestok
487,Слива Узбекистан,"119,90 ₽",,/cat/367/p/sliva-uzbekistan-14677,Сейчас сезон,"Лето, солнце, жара",1657052141,perekrestok
488,Нектарины Узбекистан,"199,90 ₽",,/cat/367/p/nektariny-uzbekistan-3639748,Сейчас сезон,"Лето, солнце, жара",1657052141,perekrestok
489,Груши Аббат,"109,90 ₽","169,90 ₽",/cat/367/p/grusi-abbat-47341,Сейчас сезон,"Лето, солнце, жара",1657052141,perekrestok
490,Черешня крупная,"279,90 ₽",,/cat/367/p/ceresna-krupnaa-48634,Сейчас сезон,"Лето, солнце, жара",1657052141,perekrestok
491,"Лимон Узбекистан, 2шт","149,90 ₽",,/cat/367/p/limon-uzbekistan-2st-3148269,Сейчас сезон,"Лето, солнце, жара",1657052141,perekrestok
492,"Абрикосы Шалах, 500г","179,99 ₽","239,90 ₽",/cat/367/p/abrikosy-salah-500g-4137264,Сейчас сезон,"Лето, солнце, жара",1657052141,perekrestok
493,"Крыжовник Съешь меня, 250г","179,90 ₽",,/cat/367/p/kryzovnik-ses-mena-250g-3641621,Сейчас сезон,"Лето, солнце, жара",1657052141,perekrestok
494,Слива красная импортная,"179,90 ₽",,/cat/367/p/sliva-krasnaa-importnaa-78638,Сейчас сезон,"Лето, солнце, жара",1657052141,perekrestok
495,Арбуз Premium,"109,90 ₽",,/cat/367/p/arbuz-premium-3694537,Сейчас сезон,"Лето, солнце, жара",1657052141,perekrestok
496,Груши Ред барлет,"149,90 ₽","199,90 ₽",/cat/367/p/grusi-red-barlet-57357,Сейчас сезон,"Лето, солнце, жара",1657052141,perekrestok
497,Груши Анжу,"149,90 ₽",,/cat/367/p/grusi-anzu-200,Сейчас сезон,"Лето, солнце, жара",1657052141,perekrestok
498,Гранат,"289,90 ₽",,/cat/367/p/granat-50828,Сейчас сезон,"Лето, солнце, жара",1657052141,perekrestok
499,"Кокос, 1шт","69,90 ₽",,/cat/367/p/kokos-1st-9411,Сейчас сезон,"Лето, солнце, жара",1657052141,perekrestok
500,"Ягодный микс голубика-малина-ежевика, 300г","799,90 ₽",,/cat/367/p/agodnyj-miks-golubika-malina-ezevika-300g-3626558,Сейчас сезон,"Лето, солнце, жара",1657052141,perekrestok
501,"Салат листовой в горшке, 1шт","69,90 ₽",,/cat/366/p/salat-listovoj-v-gorske-1st-31895,Сейчас сезон,"Лето, солнце, жара",1657052141,perekrestok
502,"Укроп упаковка, 100г","79,90 ₽",,/cat/366/p/ukrop-upakovka-100g-3498599,Сейчас сезон,"Лето, солнце, жара",1657052141,perekrestok
503,"Лук зеленый упаковка, 100г","59,99 ₽","89,90 ₽",/cat/366/p/luk-zelenyj-upakovka-100g-3498598,Сейчас сезон,"Лето, солнце, жара",1657052141,perekrestok
504,"Шпинат мини упаковка, 125г","139,90 ₽",,/cat/366/p/spinat-mini-upakovka-125g-3369264,Сейчас сезон,"Лето, солнце, жара",1657052141,perekrestok
505,"Салат Айсберг, 1шт","89,99 ₽","129,90 ₽",/cat/366/p/salat-ajsberg-1st-77107,Сейчас сезон,"Лето, солнце, жара",1657052141,perekrestok
506,"Салат Руккола упаковка, 125г","79,99 ₽","129,90 ₽",/cat/366/p/salat-rukkola-upakovka-125g-3283556,Сейчас сезон,"Лето, солнце, жара",1657052141,perekrestok
507,"Салат Фриллис листовой хрустящий, 100г","99,90 ₽",,/cat/366/p/salat-frillis-listovoj-hrustasij-100g-3395353,Сейчас сезон,"Лето, солнце, жара",1657052141,perekrestok
508,"Кинза упаковка, 30г","49,90 ₽",,/cat/366/p/kinza-upakovka-30g-3498616,Сейчас сезон,"Лето, солнце, жара",1657052141,perekrestok
509,"Петрушка упаковка, 100г","73,99 ₽",,/cat/366/p/petruska-upakovka-100g-3498602,Сейчас сезон,"Лето, солнце, жара",1657052141,perekrestok
510,"Кинза Премиум упаковка, 100г","89,90 ₽",,/cat/366/p/kinza-premium-upakovka-100g-3498608,Сейчас сезон,"Лето, солнце, жара",1657052141,perekrestok
511,"Базилик в горшочке, 1шт","89,90 ₽",,/cat/366/p/bazilik-v-gorsocke-1st-9910,Сейчас сезон,"Лето, солнце, жара",1657052141,perekrestok
512,"Щавель упаковка, 100г","99,90 ₽",,/cat/350/p/savel-upakovka-100g-3498643,Сейчас сезон,"Лето, солнце, жара",1657052141,perekrestok
513,"Салат Ромэн Эксклюзив в горшке, 1шт","79,90 ₽",,/cat/366/p/salat-romen-ekskluziv-v-gorske-1st-3173530,Сейчас сезон,"Лето, солнце, жара",1657052141,perekrestok
514,"Укроп в горшке, 1шт","89,90 ₽",,/cat/366/p/ukrop-v-gorske-1st-32791,Сейчас сезон,"Лето, солнце, жара",1657052141,perekrestok
515,"Петрушка в горшке, 1шт","79,90 ₽",,/cat/366/p/petruska-v-gorske-1st-9209,Сейчас сезон,"Лето, солнце, жара",1657052141,perekrestok
516,"Базилик Маркет Перекрёсток зеленый упаковка, 50г","184,99 ₽",,/cat/350/p/bazilik-market-perekrestok-zelenyj-upakovka-50g-3677246,Сейчас сезон,"Лето, солнце, жара",1657052141,perekrestok
517,"Салат Белая Дача Пряная Рукола, 65г","169,90 ₽",,/cat/366/p/salat-belaa-daca-pranaa-rukola-65g-3451364,Сейчас сезон,"Лето, солнце, жара",1657052141,perekrestok
518,"Салат Терра Верде руккола, 65г","119,90 ₽",,/cat/366/p/salat-terra-verde-rukkola-65g-4196586,Сейчас сезон,"Лето, солнце, жара",1657052141,perekrestok
519,"Салат Дуболистный красный в горшке, 1шт","119,90 ₽",,/cat/366/p/salat-dubolistnyj-krasnyj-v-gorske-1st-2173935,Сейчас сезон,"Лето, солнце, жара",1657052141,perekrestok
520,"Кориандр в горшке, 1шт","89,90 ₽",,/cat/366/p/koriandr-v-gorske-1st-78776,Сейчас сезон,"Лето, солнце, жара",1657052141,perekrestok
521,"Тимьян упаковка, 30г","149,90 ₽",,/cat/350/p/timan-upakovka-30g-3658524,Сейчас сезон,"Лето, солнце, жара",1657052141,perekrestok
522,"Вода Aqua Minerale обработанная питьевая газированная, 2л","69,99 ₽",,/cat/424/p/voda-aqua-minerale-obrabotannaa-pitevaa-gazirovannaa-2l-76309,Напитки,"Лето, солнце, жара",1657052141,perekrestok
523,"Вода Aqua Minerale питьевая негазированная, 5л","129,99 ₽",,/cat/424/p/voda-aqua-minerale-pitevaa-negazirovannaa-5l-2504,Напитки,"Лето, солнце, жара",1657052141,perekrestok
524,"Вода Aqua Minerale питьевая негазированная, 500мл","39,99 ₽",,/cat/424/p/voda-aqua-minerale-pitevaa-negazirovannaa-500ml-3922562,Напитки,"Лето, солнце, жара",1657052141,perekrestok
525,"Напиток Aqua Minerale Active Цитрус, 1л","75,90 ₽",,/cat/424/p/napitok-aqua-minerale-active-citrus-1l-4044957,Напитки,"Лето, солнце, жара",1657052141,perekrestok
526,"Напиток Aqua Minerale с соком Лимон негазированный, 500мл","59,99 ₽",,/cat/424/p/napitok-aqua-minerale-s-sokom-limon-negazirovannyj-500ml-3922566,Напитки,"Лето, солнце, жара",1657052141,perekrestok
527,"Напиток Aqua Minerale Active Цитрус, 500мл","59,99 ₽",,/cat/424/p/napitok-aqua-minerale-active-citrus-500ml-4044954,Напитки,"Лето, солнце, жара",1657052141,perekrestok
528,"Вода Aqua Minerale обработанная питьевая негазированная, 2л","69,99 ₽",,/cat/424/p/voda-aqua-minerale-obrabotannaa-pitevaa-negazirovannaa-2l-4176,Напитки,"Лето, солнце, жара",1657052141,perekrestok
529,"Энергетический напиток Adrenaline Rush, 449мл","99,99 ₽",,/cat/426/p/energeticeskij-napitok-adrenaline-rush-449ml-3931836,Напитки,"Лето, солнце, жара",1657052141,perekrestok
530,"Энергетический напиток Drive Me Original, 449мл","59,99 ₽",,/cat/426/p/energeticeskij-napitok-drive-me-original-449ml-3931669,Напитки,"Лето, солнце, жара",1657052141,perekrestok
531,"Энергетический напиток Adrenaline Rush без сахара, 449мл","99,99 ₽",,/cat/426/p/energeticeskij-napitok-adrenaline-rush-bez-sahara-449ml-4068487,Напитки,"Лето, солнце, жара",1657052141,perekrestok
532,"Энергетический напиток Adrenaline Game Fuel, 449мл","99,99 ₽",,/cat/426/p/energeticeskij-napitok-adrenaline-game-fuel-449ml-3931839,Напитки,"Лето, солнце, жара",1657052141,perekrestok
533,"Энергетик Adrenaline Rush безалкогольный газированный, 330мл","89,99 ₽",,/cat/426/p/energetik-adrenaline-rush-bezalkogolnyj-gazirovannyj-330ml-4135190,Напитки,"Лето, солнце, жара",1657052141,perekrestok
534,"Энергетический напиток Adrenaline Rush без сахара, 250мл","75,99 ₽",,/cat/426/p/energeticeskij-napitok-adrenaline-rush-bez-sahara-250ml-4206323,Напитки,"Лето, солнце, жара",1657052141,perekrestok
535,"Энергетический напиток Drive Me Nitro Boost, 450мл","49,99 ₽","89,99 ₽",/cat/426/p/energeticeskij-napitok-drive-me-nitro-boost-450ml-4113895,Напитки,"Лето, солнце, жара",1657052141,perekrestok
536,"Напиток газированный Pepsi Black Лесные ягоды, 1л","89,99 ₽",,/cat/423/p/napitok-gazirovannyj-pepsi-black-lesnye-agody-1l-4201525,Напитки,"Лето, солнце, жара",1657052141,perekrestok
537,"Напиток газированный Pepsi Black Лесные ягоды, 2л","149,99 ₽",,/cat/423/p/napitok-gazirovannyj-pepsi-black-lesnye-agody-2l-4201526,Напитки,"Лето, солнце, жара",1657052141,perekrestok
538,"Напиток газированный Pepsi Light , 330мл","109,99 ₽",,/cat/423/p/napitok-gazirovannyj-pepsi-light-330ml-3207052,Напитки,"Лето, солнце, жара",1657052141,perekrestok
539,"Напиток газированный Mountain Dew, 500мл","81,99 ₽",,/cat/423/p/napitok-gazirovannyj-mountain-dew-500ml-2137976,Напитки,"Лето, солнце, жара",1657052141,perekrestok
540,"Напиток газированный Pepsi Black Лесные ягоды, 500мл","79,99 ₽",,/cat/423/p/napitok-gazirovannyj-pepsi-black-lesnye-agody-500ml-4201524,Напитки,"Лето, солнце, жара",1657052141,perekrestok
541,"Напиток Evervess Индиан Тоник сильногазированный, 1л","89,99 ₽",,/cat/423/p/napitok-evervess-indian-tonik-silnogazirovannyj-1l-3684900,Напитки,"Лето, солнце, жара",1657052141,perekrestok
542,"Напиток безалкогольный Evervess Имбирный эль ароматизированный сильногазированный, 1л","89,99 ₽",,/cat/423/p/napitok-bezalkogolnyj-evervess-imbirnyj-el-aromatizirovannyj-silnogazirovannyj-1l-4177172,Напитки,"Лето, солнце, жара",1657052141,perekrestok
543,"Напиток Evervess Биттер Лемон сильногазированный, 1л","89,99 ₽",,/cat/423/p/napitok-evervess-bitter-lemon-silnogazirovannyj-1l-3684652,Напитки,"Лето, солнце, жара",1657052141,perekrestok
544,"Напиток безалкогольный Evervess Биттер Лемон сильногазированный, 330мл","69,99 ₽",,/cat/423/p/napitok-bezalkogolnyj-evervess-bitter-lemon-silnogazirovannyj-330ml-4177168,Напитки,"Лето, солнце, жара",1657052141,perekrestok
545,"Напиток безалкогольный Evervess Индиан тоник ароматизированный сильногазированный, 330мл","69,99 ₽",,/cat/423/p/napitok-bezalkogolnyj-evervess-indian-tonik-aromatizirovannyj-silnogazirovannyj-330ml-4177167,Напитки,"Лето, солнце, жара",1657052141,perekrestok
546,"Напиток безалкогольный Evervess Имбирный эль ароматизированный сильногазированный, 330мл","69,99 ₽",,/cat/423/p/napitok-bezalkogolnyj-evervess-imbirnyj-el-aromatizirovannyj-silnogazirovannyj-330ml-4177169,Напитки,"Лето, солнце, жара",1657052141,perekrestok
547,"Квас Русский дар Традиционный, 2л","89,99 ₽",,/cat/467/p/kvas-russkij-dar-tradicionnyj-2l-3273454,Напитки,"Лето, солнце, жара",1657052141,perekrestok
548,"Квас Русский дар Традиционный, 500мл","49,99 ₽",,/cat/467/p/kvas-russkij-dar-tradicionnyj-500ml-3273456,Напитки,"Лето, солнце, жара",1657052141,perekrestok
549,"Холодный чай Lipton Лимон, 1л","99,99 ₽",,/cat/466/p/holodnyj-caj-lipton-limon-1l-3487476,Напитки,"Лето, солнце, жара",1657052141,perekrestok
550,"Холодный чай Lipton Персик, 1.5л","149,99 ₽",,/cat/466/p/holodnyj-caj-lipton-persik-1-5l-3487484,Напитки,"Лето, солнце, жара",1657052141,perekrestok
551,"Холодный чай Lipton Зеленый, 500мл","79,99 ₽",,/cat/466/p/holodnyj-caj-lipton-zelenyj-500ml-3491144,Напитки,"Лето, солнце, жара",1657052141,perekrestok
552,"Холодный чай Lipton Лимон, 500мл","79,99 ₽",,/cat/466/p/holodnyj-caj-lipton-limon-500ml-3491143,Напитки,"Лето, солнце, жара",1657052141,perekrestok
553,"Холодный чай Lipton Арбуз-Мята, 1.5л","149,99 ₽",,/cat/466/p/holodnyj-caj-lipton-arbuz-mata-1-5l-4120260,Напитки,"Лето, солнце, жара",1657052141,perekrestok
554,"Холодный чай Lipton Малина, 500мл","79,99 ₽",,/cat/466/p/holodnyj-caj-lipton-malina-500ml-4048531,Напитки,"Лето, солнце, жара",1657052141,perekrestok
555,"Сок J7 Апельсиновый с мякотью, 970мл","139,99 ₽",,/cat/425/p/sok-j7-apelsinovyj-s-makotu-970ml-3190682,Напитки,"Лето, солнце, жара",1657052141,perekrestok
556,"Нектар Любимый Спелый томат с мякотью, 950мл","85,99 ₽",,/cat/425/p/nektar-lubimyj-spelyj-tomat-s-makotu-950ml-3501709,Напитки,"Лето, солнце, жара",1657052141,perekrestok
557,"Сок J7 Яблочный, 970мл","139,99 ₽",,/cat/425/p/sok-j7-ablocnyj-970ml-3190706,Напитки,"Лето, солнце, жара",1657052141,perekrestok
558,"Нектар Я Вишня осветленный, 970мл","149,99 ₽",,/cat/425/p/nektar-a-visna-osvetlennyj-970ml-3376408,Напитки,"Лето, солнце, жара",1657052141,perekrestok
559,"Сок Я Грейпфрут с мякотью, 970мл","149,99 ₽",,/cat/425/p/sok-a-grejpfrut-s-makotu-970ml-3376407,Напитки,"Лето, солнце, жара",1657052141,perekrestok
560,"Сок J7 Мультифрукт с мякотью, 970мл","139,99 ₽",,/cat/425/p/sok-j7-multifrukt-s-makotu-970ml-3941462,Напитки,"Лето, солнце, жара",1657052141,perekrestok
561,"Морс Чудо-Ягода Клюквенный, 970мл","239,99 ₽",,/cat/425/p/mors-cudo-agoda-klukvennyj-970ml-3190898,Напитки,"Лето, солнце, жара",1657052141,perekrestok
562,"Нектар Фруктовый Сад Апельсин с мякотью, 950мл","99,99 ₽",,/cat/425/p/nektar-fruktovyj-sad-apelsin-s-makotu-950ml-3335037,Напитки,"Лето, солнце, жара",1657052141,perekrestok
563,"Сок J7 Fresh Taste Апельсин с мякотью, 850мл","149,99 ₽",,/cat/425/p/sok-j7-fresh-taste-apelsin-s-makotu-850ml-3977668,Напитки,"Лето, солнце, жара",1657052141,perekrestok
564,"Нектар J7 Вишневый, 970мл","139,99 ₽",,/cat/425/p/nektar-j7-visnevyj-970ml-3190693,Напитки,"Лето, солнце, жара",1657052141,perekrestok
565,"Сок Фруктовый Сад Яблоко осветленный, 850мл","99,99 ₽","149,00 ₽",/cat/425/p/sok-fruktovyj-sad-abloko-osvetlennyj-850ml-4086689,Напитки,"Лето, солнце, жара",1657052141,perekrestok
566,"Сок J7 Fresh Taste Яблочный осветленный, 850мл","149,99 ₽",,/cat/425/p/sok-j7-fresh-taste-ablocnyj-osvetlennyj-850ml-3977669,Напитки,"Лето, солнце, жара",1657052141,perekrestok
567,"Сок J7 Fresh Taste Мультифрукт с мякотью, 850мл","149,99 ₽",,/cat/425/p/sok-j7-fresh-taste-multifrukt-s-makotu-850ml-3977670,Напитки,"Лето, солнце, жара",1657052141,perekrestok
568,"Напиток сокосодержащий Любимый Вишневая черешня, 950мл","85,99 ₽",,/cat/425/p/napitok-sokosoderzasij-lubimyj-visnevaa-ceresna-950ml-3456934,Напитки,"Лето, солнце, жара",1657052141,perekrestok
569,"Сок Фруктовый Сад Яблоко-Вишня-Черноплодная рябина осветленный, 850мл","99,99 ₽","149,00 ₽",/cat/425/p/sok-fruktovyj-sad-abloko-visna-cernoplodnaa-rabina-osvetlennyj-850ml-4086688,Напитки,"Лето, солнце, жара",1657052141,perekrestok
570,"Сок Я Яблоко осветленный, 970мл","149,99 ₽",,/cat/425/p/sok-a-abloko-osvetlennyj-970ml-3376409,Напитки,"Лето, солнце, жара",1657052141,perekrestok
571,"Сок Я Апельсин с мякотью, 970мл","149,99 ₽",,/cat/425/p/sok-a-apelsin-s-makotu-970ml-3376405,Напитки,"Лето, солнце, жара",1657052141,perekrestok
572,"Сок Фруктовый Сад Яблоко-Персик-Нектарин с мякотью, 850мл","99,99 ₽","149,00 ₽",/cat/425/p/sok-fruktovyj-sad-abloko-persik-nektarin-s-makotu-850ml-4086687,Напитки,"Лето, солнце, жара",1657052141,perekrestok
573,"Нектар Я Манго с мякотью, 970мл","149,99 ₽",,/cat/425/p/nektar-a-mango-s-makotu-970ml-3376406,Напитки,"Лето, солнце, жара",1657052141,perekrestok
574,"Сок Фруктовый Сад Яблоко осветленный, 950мл","99,99 ₽",,/cat/425/p/sok-fruktovyj-sad-abloko-osvetlennyj-950ml-3679183,Напитки,"Лето, солнце, жара",1657052141,perekrestok
575,"Сок J7 Fresh Taste Яблоко-Персик с мякотью, 850мл","149,99 ₽",,/cat/425/p/sok-j7-fresh-taste-abloko-persik-s-makotu-850ml-3977671,Напитки,"Лето, солнце, жара",1657052141,perekrestok
576,"Нектар Любимый Яблоко, 1.93л","169,99 ₽",,/cat/425/p/nektar-lubimyj-abloko-1-93l-3190733,Напитки,"Лето, солнце, жара",1657052141,perekrestok
577,"Коктейль молочный Чудо Шоколад 2%, 950г","149,99 ₽",,/cat/372/p/koktejl-molocnyj-cudo-sokolad-2-950g-3339133,Напитки,"Лето, солнце, жара",1657052141,perekrestok
578,"Коктейль молочный Чудо Ягодное мороженое 2%, 960г","149,99 ₽",,/cat/372/p/koktejl-molocnyj-cudo-agodnoe-morozenoe-2-960g-3933630,Напитки,"Лето, солнце, жара",1657052141,perekrestok
579,"Коктейль молочный Чудо Клубника 2%, 950г","149,99 ₽",,/cat/372/p/koktejl-molocnyj-cudo-klubnika-2-950g-3378996,Напитки,"Лето, солнце, жара",1657052141,perekrestok
580,"Напиток молочно-соковый Мажитэль Ананас-Манго 0.05%, 950мл","109,99 ₽",,/cat/375/p/napitok-molocno-sokovyj-mazitel-ananas-mango-0-05-950ml-3495187,Напитки,"Лето, солнце, жара",1657052141,perekrestok
581,"Напиток молочно-соковый Мажитэль Арбуз-Дыня 0.03%, 950мл","109,99 ₽",,/cat/375/p/napitok-molocno-sokovyj-mazitel-arbuz-dyna-0-03-950ml-3495185,Напитки,"Лето, солнце, жара",1657052141,perekrestok
582,"Напиток молочно-соковый Мажитэль Киви-Мангостин 0.05%, 950мл","134,99 ₽",,/cat/375/p/napitok-molocno-sokovyj-mazitel-kivi-mangostin-0-05-950ml-4123383,Напитки,"Лето, солнце, жара",1657052141,perekrestok
583,"Напиток молочно-соковый Мажитэль Клубника 0.05%, 950мл","129,99 ₽",,/cat/375/p/napitok-molocno-sokovyj-mazitel-klubnika-0-05-950ml-23035,Напитки,"Лето, солнце, жара",1657052141,perekrestok
584,"Напиток молочно-соковый Мажитэль Папайя-Манго-Ананас 0.05%, 950мл","139,99 ₽",,/cat/375/p/napitok-molocno-sokovyj-mazitel-papaja-mango-ananas-0-05-950ml-4042959,Напитки,"Лето, солнце, жара",1657052141,perekrestok
585,"Напиток молочно-соковый Мажитэль Мультифрукт 0.05%, 950мл","121,90 ₽",,/cat/375/p/napitok-molocno-sokovyj-mazitel-multifrukt-0-05-950ml-23076,Напитки,"Лето, солнце, жара",1657052141,perekrestok
586,"Мяч надувной Bestway пляжный по видам спорта, 41см","79,90 ₽","149,90 ₽",/cat/456/p/mac-naduvnoj-bestway-plaznyj-po-vidam-sporta-41sm-3505497,Отдых на природе,"Лето, солнце, жара",1657052141,perekrestok
587,Мяч футбольный Insummer,"299,99 ₽","839,00 ₽",/cat/456/p/mac-futbolnyj-insummer-4046846,Отдых на природе,"Лето, солнце, жара",1657052141,perekrestok
588,"Манжеты надувные Bestway Aquatic Life для плавания 30х15см 32102, 2шт","79,90 ₽","299,90 ₽",/cat/456/p/manzety-naduvnye-bestway-aquatic-life-dla-plavania-30h15sm-32102-2st-4013683,Отдых на природе,"Лето, солнце, жара",1657052141,perekrestok
589,"Круг надувной Bestway для плавания 3-6 лет, 46х46х11см","49,99 ₽","79,90 ₽",/cat/456/p/krug-naduvnoj-bestway-dla-plavania-3-6-let-46h46h11sm-3444621,Отдых на природе,"Лето, солнце, жара",1657052141,perekrestok
590,Матрас для плавания для взрослых,"299,99 ₽","499,90 ₽",/cat/456/p/matras-dla-plavania-dla-vzroslyh-4109924,Отдых на природе,"Лето, солнце, жара",1657052141,perekrestok
591,"Матрас надувной Bestway для плавания, 183x69см","149,99 ₽","249,90 ₽",/cat/456/p/matras-naduvnoj-bestway-dla-plavania-183x69sm-3442434,Отдых на природе,"Лето, солнце, жара",1657052141,perekrestok
592,"Игрушка надувная Bestway Зверюшка, 24.5см","79,99 ₽","199,90 ₽",/cat/456/p/igruska-naduvnaa-bestway-zveruska-24-5sm-3441652,Отдых на природе,"Лето, солнце, жара",1657052141,perekrestok
593,"Манжеты надувные Bestway для плавания 20х20см 32005, 2шт","9,90 ₽",,/cat/456/p/manzety-naduvnye-bestway-dla-plavania-20h20sm-32005-2st-4013682,Отдых на природе,"Лето, солнце, жара",1657052141,perekrestok
594,"Игрушка надувная Bestway Swim Safe 1-2 года, 62х62х21см","75,99 ₽","104,90 ₽",/cat/456/p/igruska-naduvnaa-bestway-swim-safe-1-2-goda-62h62h21sm-3444617,Отдых на природе,"Лето, солнце, жара",1657052141,perekrestok
595,Матрас надувной Bestway 188х71см 43014,"134,99 ₽","184,90 ₽",/cat/456/p/matras-naduvnoj-bestway-188h71sm-43014-4013886,Отдых на природе,"Лето, солнце, жара",1657052141,perekrestok
596,Матрас надувной Bestway Фруктовый лёд 185х89см 43161,"599,99 ₽","949,00 ₽",/cat/456/p/matras-naduvnoj-bestway-fruktovyj-led-185h89sm-43161-3695154,Отдых на природе,"Лето, солнце, жара",1657052141,perekrestok
597,Круг надувной Bestway Радужная лента 115см 36163,"719,99 ₽","999,90 ₽",/cat/456/p/krug-naduvnoj-bestway-raduznaa-lenta-115sm-36163-4013868,Отдых на природе,"Лето, солнце, жара",1657052141,perekrestok
598,Игрушка надувная Bestway Лодочка 76х65см 34107,"55,99 ₽","71,90 ₽",/cat/456/p/igruska-naduvnaa-bestway-lodocka-76h65sm-34107-4013684,Отдых на природе,"Лето, солнце, жара",1657052141,perekrestok
599,Набор игрушечной посуды 314,"189,99 ₽","259,99 ₽",/cat/438/p/nabor-igrusecnoj-posudy-314-4059834,Отдых на природе,"Лето, солнце, жара",1657052141,perekrestok
600,Игровой набор Кукла с лошадкой 58003,"499,99 ₽","799,00 ₽",/cat/438/p/igrovoj-nabor-kukla-s-losadkoj-58003-4179368,Отдых на природе,"Лето, солнце, жара",1657052141,perekrestok
601,Машина трюкач Injoy TS0335921,"449,99 ₽","699,90 ₽",/cat/438/p/masina-trukac-injoy-ts0335921-3958867,Отдых на природе,"Лето, солнце, жара",1657052141,perekrestok
602,"Машинка инерционная Технопарк от 3 лет в ассортименте,12см","799,99 ₽",,/cat/438/p/masinka-inercionnaa-tehnopark-ot-3-let-v-assortimente-12sm-3923456,Отдых на природе,"Лето, солнце, жара",1657052141,perekrestok
603,"Молочко солнцезащитное для лица и тела Garnier Ambre Solaire, 200мл","669,00 ₽",,/cat/441/p/molocko-solncezasitnoe-dla-lica-i-tela-garnier-ambre-solaire-200ml-3450211,Отдых на природе,"Лето, солнце, жара",1657052141,perekrestok
604,"Спрей после загара Nivea Sun освежающий-увлажняющий с гиалуроном артикул 80434, 200мл","449,00 ₽",,/cat/441/p/sprej-posle-zagara-nivea-sun-osvezausij-uvlaznausij-s-gialuronom-artikul-80434-200ml-4038165,Отдых на природе,"Лето, солнце, жара",1657052141,perekrestok
605,"Бальзам для губ Моё Солнышко детский солнцезащитный, 2.8г","99,99 ₽","114,99 ₽",/cat/437/p/balzam-dla-gub-moe-solnysko-detskij-solncezasitnyj-2-8g-3332472,Отдых на природе,"Лето, солнце, жара",1657052141,perekrestok
606,"Салфетки влажные Пр!ст освежающие, 20шт","19,99 ₽",,/cat/361/p/salfetki-vlaznye-pr-st-osvezausie-20st-3631007,Отдых на природе,"Лето, солнце, жара",1657052141,perekrestok
607,"Салфетки влажные Home Story антибактериальные, 60шт","109,99 ₽","131,99 ₽",/cat/444/p/salfetki-vlaznye-home-story-antibakterialnye-60st-3917871,Отдых на природе,"Лето, солнце, жара",1657052141,perekrestok
608,"Салфетки влажные Beauty Story гипоаллергенные, 72шт","155,99 ₽",,/cat/444/p/salfetki-vlaznye-beauty-story-gipoallergennye-72st-3917872,Отдых на природе,"Лето, солнце, жара",1657052141,perekrestok
609,"Салфетки влажные Пр!ст универсальные, 100шт","119,90 ₽",,/cat/361/p/salfetki-vlaznye-pr-st-universalnye-100st-3692694,Отдых на природе,"Лето, солнце, жара",1657052141,perekrestok
610,"Салфетки влажные Пр!ст антибактериальные, 15шт","29,99 ₽",,/cat/361/p/salfetki-vlaznye-pr-st-antibakterialnye-15st-3631008,Отдых на природе,"Лето, солнце, жара",1657052141,perekrestok
611,"Салфетки влажные Пр!ст универсальные с алоэ, 60шт","89,99 ₽",,/cat/361/p/salfetki-vlaznye-pr-st-universalnye-s-aloe-60st-3631006,Отдых на природе,"Лето, солнце, жара",1657052141,perekrestok
612,"Салфетки влажные Пр!ст антибактериальные, 72шт","109,90 ₽",,/cat/361/p/salfetki-vlaznye-pr-st-antibakterialnye-72st-3956465,Отдых на природе,"Лето, солнце, жара",1657052141,perekrestok
613,"Салфетки влажные Home Story антибактериальные, 100шт","169,90 ₽",,/cat/444/p/salfetki-vlaznye-home-story-antibakterialnye-100st-3906690,Отдых на природе,"Лето, солнце, жара",1657052141,perekrestok
614,"Салфетки влажные Home Story антибактериальные, 15шт","34,99 ₽",,/cat/444/p/salfetki-vlaznye-home-story-antibakterialnye-15st-3976937,Отдых на природе,"Лето, солнце, жара",1657052141,perekrestok
615,"Салфетки влажные Lovular Hot Wind детские, 64шт","129,99 ₽","174,99 ₽",/cat/437/p/salfetki-vlaznye-lovular-hot-wind-detskie-64st-4082923,Отдых на природе,"Лето, солнце, жара",1657052141,perekrestok
616,"Салфетки влажные Пр!ст антибактериальные косметические, 150шт","139,99 ₽",,/cat/361/p/salfetki-vlaznye-pr-st-antibakterialnye-kosmeticeskie-150st-4174787,Отдых на природе,"Лето, солнце, жара",1657052141,perekrestok
