,name,price,price_old,url,little_cat,big_cat,start_timestamp,shop
0,"Квас Русский дар Традиционный, 2л","89,99 ₽",,/cat/467/p/kvas-russkij-dar-tradicionnyj-2l-3273454,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
1,"Кефир Домик в деревне 3.2%, 900мл","89,99 ₽",,/cat/375/p/kefir-domik-v-derevne-3-2-900ml-3467795,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
2,"Квас Русский дар Традиционный, 500мл","49,99 ₽",,/cat/467/p/kvas-russkij-dar-tradicionnyj-500ml-3273456,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
3,Картофель ранний,"59,90 ₽",,/cat/366/p/kartofel-rannij-45505,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
4,Огурцы короткоплодные,"99,99 ₽","119,90 ₽",/cat/366/p/ogurcy-korotkoplodnye-4072,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
5,Картофель в сетке,"49,90 ₽",,/cat/366/p/kartofel-v-setke-3987,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
6,"Квас Лидский Хлебный, 1.5л","79,99 ₽","99,99 ₽",/cat/467/p/kvas-lidskij-hlebnyj-1-5l-3630214,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
7,"Кефир Простоквашино 3.2%, 930г","104,99 ₽",,/cat/375/p/kefir-prostokvasino-3-2-930g-97452,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
8,"Яйцо куриное Маркет Перекрёсток столовое С1, 10шт","79,99 ₽",,/cat/350/p/ajco-kurinoe-market-perekrestok-stolovoe-s1-10st-3662512,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
9,"Квас Очаковский двойного брожения, 2л","109,99 ₽",,/cat/467/p/kvas-ocakovskij-dvojnogo-brozenia-2l-2052438,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
10,"Яйцо куриное Маркет Перекрёсток пищевое столовое СО, 10шт","89,99 ₽",,/cat/350/p/ajco-kurinoe-market-perekrestok-pisevoe-stolovoe-so-10st-3634491,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
11,"Яйцо Окское столовое СО, 10шт","114,99 ₽",,/cat/374/p/ajco-okskoe-stolovoe-so-10st-3062835,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
12,"Лук зеленый упаковка, 100г","59,99 ₽","89,90 ₽",/cat/366/p/luk-zelenyj-upakovka-100g-3498598,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
13,"Редис красный, 500г","74,99 ₽","99,90 ₽",/cat/366/p/redis-krasnyj-500g-25180,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
14,Огурцы Луховицкие длинные,"39,90 ₽",,/cat/366/p/ogurcy-luhovickie-dlinnye-3673129,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
15,"Яйцо куриное Роскар Экстра СО, 10шт","119,99 ₽",,/cat/374/p/ajco-kurinoe-roskar-ekstra-so-10st-44323,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
16,"Яйцо куриное Окское столовое С1, 10шт","99,99 ₽",,/cat/374/p/ajco-kurinoe-okskoe-stolovoe-s1-10st-3062836,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
17,"Лук зеленый упаковка, 50г","49,90 ₽",,/cat/366/p/luk-zelenyj-upakovka-50g-3498606,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
18,"Биопродукт Bio Баланс кефирный 1%, 930г","89,99 ₽","109,99 ₽",/cat/375/p/bioprodukt-bio-balans-kefirnyj-1-930g-2085953,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
19,"Огурцы, 600г","59,90 ₽",,/cat/366/p/ogurcy-600g-2131726,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
20,"Яйцо Окское белое столовое С1, 30шт","279,99 ₽",,/cat/374/p/ajco-okskoe-beloe-stolovoe-s1-30st-3062838,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
21,"Яйцо куриное Лето С1, 20шт","209,99 ₽",,/cat/374/p/ajco-kurinoe-leto-s1-20st-3341462,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
22,Редис красный,"149,90 ₽",,/cat/366/p/redis-krasnyj-2083434,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
23,"Кефир Домик в деревне 1%, 900мл","84,99 ₽",,/cat/375/p/kefir-domik-v-derevne-1-900ml-3467794,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
24,"Редис Negev красный, 125г","69,90 ₽",,/cat/366/p/redis-negev-krasnyj-125g-48617,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
25,"Колбаса варёная Маркет Перекрёсток Докторская категория А, 500г","359,99 ₽",,/cat/350/p/kolbasa-varenaa-market-perekrestok-doktorskaa-kategoria-a-500g-4087579,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
26,"Огурцы колючие среднеплодные, 600г","69,90 ₽",,/cat/366/p/ogurcy-kolucie-sredneplodnye-600g-2088998,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
27,"Квас живой Царские Припасы Вкусный, 500мл","69,99 ₽",,/cat/467/p/kvas-zivoj-carskie-pripasy-vkusnyj-500ml-3349623,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
28,"Колбаса варёная Клинский Докторская категория А, 500г","389,99 ₽",,/cat/384/p/kolbasa-varenaa-klinskij-doktorskaa-kategoria-a-500g-3073604,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
29,"Колбаса варёная МД Бородина Докторская высший сорт, 500г","249,99 ₽","449,99 ₽",/cat/384/p/kolbasa-varenaa-md-borodina-doktorskaa-vyssij-sort-500g-3347584,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
30,"Колбаса варёная Велком Докторская кусок, 500г","379,99 ₽",,/cat/384/p/kolbasa-varenaa-velkom-doktorskaa-kusok-500g-3385812,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
31,"Квас Деревенский светлый фильтрованный пастеризованный, 1.5л","109,99 ₽",,/cat/467/p/kvas-derevenskij-svetlyj-filtrovannyj-pasterizovannyj-1-5l-4126059,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
32,Колбаса варёная МД Бородина Докторская,"919,99 ₽",,/cat/384/p/kolbasa-varenaa-md-borodina-doktorskaa-89612,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
33,Колбаса варёная Рублевский Докторская категория А,"599,99 ₽","999,90 ₽",/cat/384/p/kolbasa-varenaa-rublevskij-doktorskaa-kategoria-a-78001451,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
34,"Колбаса варёная Останкино Докторская высший сорт, 500г","319,99 ₽",,/cat/384/p/kolbasa-varenaa-ostankino-doktorskaa-vyssij-sort-500g-2133762,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
35,"Кефир Асеньевская Ферма 3.2%, 450мл","51,99 ₽","67,99 ₽",/cat/375/p/kefir-asenevskaa-ferma-3-2-450ml-3433427,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
36,Колбаса варёная Велком Докторская ручной вязки высший сорт,"1 049,00 ₽",,/cat/384/p/kolbasa-varenaa-velkom-doktorskaa-rucnoj-vazki-vyssij-sort-2120723,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
37,Колбаса варёная Велком Докторская высший сорт,"899,00 ₽",,/cat/384/p/kolbasa-varenaa-velkom-doktorskaa-vyssij-sort-3033317,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
38,"Кефир Рузское Молоко Рузский 1.5%, 1л","149,99 ₽",,/cat/375/p/kefir-ruzskoe-moloko-ruzskij-1-5-1l-3413805,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
39,Колбаса варёная Рублевский Докторская,"999,99 ₽",,/cat/384/p/kolbasa-varenaa-rublevskij-doktorskaa-3387738,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
40,"Сметана Домик в деревне 20%, 300г","89,99 ₽",,/cat/370/p/smetana-domik-v-derevne-20-300g-3664287,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
41,"Кефир Домик в деревне 3.2%, 900мл","89,99 ₽",,/cat/375/p/kefir-domik-v-derevne-3-2-900ml-3467795,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
42,"Сметана Домик в деревне 15%, 180г","49,99 ₽",,/cat/370/p/smetana-domik-v-derevne-15-180g-63922,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
43,"Сметана Домик в деревне 15%, 300г","84,99 ₽",,/cat/370/p/smetana-domik-v-derevne-15-300g-3665624,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
44,"Сметана Домик в деревне 25%, 300г","109,99 ₽",,/cat/370/p/smetana-domik-v-derevne-25-300g-3665625,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
45,Огурцы короткоплодные,"99,99 ₽","119,90 ₽",/cat/366/p/ogurcy-korotkoplodnye-4072,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
46,"Вода Святой источник природная питьевая газированная, 1.5л","53,99 ₽",,/cat/424/p/voda-svatoj-istocnik-prirodnaa-pitevaa-gazirovannaa-1-5l-20388,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
47,"Набор зелени Лук укроп петрушка упаковка, 200г","119,90 ₽",,/cat/366/p/nabor-zeleni-luk-ukrop-petruska-upakovka-200g-3498601,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
48,"Редис красный, 500г","74,99 ₽","99,90 ₽",/cat/366/p/redis-krasnyj-500g-25180,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
49,Редис красный,"149,90 ₽",,/cat/366/p/redis-krasnyj-2083434,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
50,"Вода Святой источник Активные минералы минеральная питьевая газированная, 1.5л","53,99 ₽",,/cat/424/p/voda-svatoj-istocnik-aktivnye-mineraly-mineralnaa-pitevaa-gazirovannaa-1-5l-4048066,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
51,"Свекла Осенцов варёная очищенная целая, 500г","89,90 ₽",,/cat/366/p/svekla-osencov-varenaa-ocisennaa-celaa-500g-3635805,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
52,"Картофель отборный, 2кг","249,90 ₽",,/cat/366/p/kartofel-otbornyj-2kg-2014154,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
53,"Кефир Простоквашино 2.5%, 930г","93,90 ₽",,/cat/375/p/kefir-prostokvasino-2-5-930g-2093082,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
54,"Набор зелени Петрушка укроп упаковка, 30г","39,90 ₽",,/cat/366/p/nabor-zeleni-petruska-ukrop-upakovka-30g-3498652,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
55,"Редис Negev красный, 125г","69,90 ₽",,/cat/366/p/redis-negev-krasnyj-125g-48617,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
56,"Вода Шишкин лес питьевая газированная, 1л","51,99 ₽",,/cat/424/p/voda-siskin-les-pitevaa-gazirovannaa-1l-3268251,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
57,"Картофель для варки, 3кг","199,90 ₽",,/cat/366/p/kartofel-dla-varki-3kg-3142878,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
58,"Продукт кефирный BioMax 2.5%, 950мл","94,99 ₽",,/cat/375/p/produkt-kefirnyj-biomax-2-5-950ml-3329974,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
59,"Кефир Асеньевская Ферма 3.2%, 900г","114,99 ₽",,/cat/375/p/kefir-asenevskaa-ferma-3-2-900g-3433425,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
60,"Кефир Асеньевская Ферма 1%, 900мл","114,99 ₽",,/cat/375/p/kefir-asenevskaa-ferma-1-900ml-3433426,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
61,"Сметана Домик в деревне 20%, 180г","64,99 ₽",,/cat/370/p/smetana-domik-v-derevne-20-180g-63923,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
62,"Свекла на подложке, 600г","69,90 ₽",,/cat/366/p/svekla-na-podlozke-600g-3368257,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
63,"Масло оливковое Costa d'Oro холодного прессования, 500мл","449,99 ₽","1 049,00 ₽",/cat/393/p/maslo-olivkovoe-costa-doro-holodnogo-pressovania-500ml-25931,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
64,"Огурцы Люкс, 450г","109,90 ₽",,/cat/366/p/ogurcy-luks-450g-44569,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
65,Томаты красные круглые,"99,99 ₽",,/cat/366/p/tomaty-krasnye-kruglye-2166,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
66,Огурцы гладкие среднеплодные,"89,90 ₽",,/cat/366/p/ogurcy-gladkie-sredneplodnye-2098997,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
67,Лимон,"139,90 ₽",,/cat/367/p/limon-1536,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
68,Перец красный сладкий,"279,90 ₽",,/cat/366/p/perec-krasnyj-sladkij-6177,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
69,Чеснок свежий,"69,90 ₽",,/cat/366/p/cesnok-svezij-17662,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
70,Лук репчатый красный,"99,99 ₽","149,90 ₽",/cat/366/p/luk-repcatyj-krasnyj-79012,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
71,"Лимон Маркет Перекрёсток, 2шт","109,90 ₽",,/cat/350/p/limon-market-perekrestok-2st-3677353,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
72,Перец сладкий,"199,90 ₽",,/cat/366/p/perec-sladkij-53484,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
73,Огурцы Подмосковные,"119,90 ₽",,/cat/366/p/ogurcy-podmoskovnye-4054207,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
74,"Лимон Узбекистан, 2шт","149,90 ₽",,/cat/367/p/limon-uzbekistan-2st-3148269,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
75,Томаты розовые Крым,"249,90 ₽",,/cat/366/p/tomaty-rozovye-krym-4150299,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
76,Чеснок,"219,90 ₽",,/cat/366/p/cesnok-45692,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
77,"Чеснок Фермерский Чеснок отборный 1 сорта, 1шт","79,90 ₽",,/cat/366/p/cesnok-fermerskij-cesnok-otbornyj-1-sorta-1st-4018137,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
78,Томаты Махитос красные,"229,90 ₽",,/cat/366/p/tomaty-mahitos-krasnye-1566,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
79,"Лук репчатый красный, 500г","99,90 ₽",,/cat/366/p/luk-repcatyj-krasnyj-500g-3016771,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
80,"Огурцы Бакинские, 300г","109,90 ₽",,/cat/366/p/ogurcy-bakinskie-300g-3368260,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
81,Лук репчатый белый,"199,90 ₽",,/cat/366/p/luk-repcatyj-belyj-79135,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
82,Томаты Бакинские,"269,90 ₽",,/cat/366/p/tomaty-bakinskie-3017019,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
83,"Томаты розовые Крым, 800г","199,90 ₽",,/cat/366/p/tomaty-rozovye-krym-800g-4150399,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
84,"Масло оливковое Filippo Berio Extra Virgin, 200мл","279,99 ₽","499,00 ₽",/cat/393/p/maslo-olivkovoe-filippo-berio-extra-virgin-200ml-3336247,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
85,"Соус Tabasco Pepper Sauce перечный красный, 60мл","399,99 ₽",,/cat/394/p/sous-tabasco-pepper-sauce-perecnyj-krasnyj-60ml-11786,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
86,"Масло оливковое Borges Classic, 500мл","639,99 ₽","729,99 ₽",/cat/393/p/maslo-olivkovoe-borges-classic-500ml-19133,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
87,"Масло оливковое De cecco нерафинированное, 1л","1 199,00 ₽",,/cat/393/p/maslo-olivkovoe-de-cecco-nerafinirovannoe-1l-2085914,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
88,"Масло оливковое Filippo Berio Extra Virgin Delicato нерафинированное, 500мл","1 299,00 ₽","1 499,00 ₽",/cat/393/p/maslo-olivkovoe-filippo-berio-extra-virgin-delicato-nerafinirovannoe-500ml-3444927,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
89,"Масло оливковое Monini Classico нерафинированное, 500мл","799,99 ₽",,/cat/393/p/maslo-olivkovoe-monini-classico-nerafinirovannoe-500ml-63538,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
90,"Соус Tabasco Хабанеро перечный, 60мл","489,99 ₽",,/cat/394/p/sous-tabasco-habanero-perecnyj-60ml-3361376,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
91,"Масло оливковое Monini Extra Virgin, 250мл","759,99 ₽",,/cat/393/p/maslo-olivkovoe-monini-extra-virgin-250ml-18433,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
92,"Огурцы Люкс, 450г","109,90 ₽",,/cat/366/p/ogurcy-luks-450g-44569,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
93,Огурцы короткоплодные,"99,99 ₽","119,90 ₽",/cat/366/p/ogurcy-korotkoplodnye-4072,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
94,"Томаты Медовые черри красные круглые, 200г","99,99 ₽","139,90 ₽",/cat/366/p/tomaty-medovye-cerri-krasnye-kruglye-200g-3676649,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
95,Томаты красные сливовидные,"129,90 ₽",,/cat/366/p/tomaty-krasnye-slivovidnye-14811,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
96,"Томаты Черри Медовые оранжевые круглые, 200г","149,90 ₽",,/cat/366/p/tomaty-cerri-medovye-oranzevye-kruglye-200g-4188460,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
97,"Укроп упаковка, 100г","79,90 ₽",,/cat/366/p/ukrop-upakovka-100g-3498599,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
98,"Редис красный, 500г","74,99 ₽","99,90 ₽",/cat/366/p/redis-krasnyj-500g-25180,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
99,Огурцы Луховицкие длинные,"39,90 ₽",,/cat/366/p/ogurcy-luhovickie-dlinnye-3673129,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
100,Томаты розовые Азербайджан,"199,90 ₽",,/cat/366/p/tomaty-rozovye-azerbajdzan-3695580,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
101,Перец красный сладкий,"279,90 ₽",,/cat/366/p/perec-krasnyj-sladkij-6177,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
102,"Набор зелени Лук укроп петрушка упаковка, 70г","69,90 ₽",,/cat/366/p/nabor-zeleni-luk-ukrop-petruska-upakovka-70g-3498600,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
103,Редис красный,"149,90 ₽",,/cat/366/p/redis-krasnyj-2083434,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
104,Лук репчатый красный,"99,99 ₽","149,90 ₽",/cat/366/p/luk-repcatyj-krasnyj-79012,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
105,"Томат на ветке Сердце коктейльный, 250г","129,90 ₽",,/cat/366/p/tomat-na-vetke-serdce-koktejlnyj-250g-4193015,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
106,"Редис Negev красный, 125г","69,90 ₽",,/cat/366/p/redis-negev-krasnyj-125g-48617,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
107,Перец сладкий,"199,90 ₽",,/cat/366/p/perec-sladkij-53484,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
108,Огурцы Подмосковные,"119,90 ₽",,/cat/366/p/ogurcy-podmoskovnye-4054207,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
109,"Укроп в горшке, 1шт","89,90 ₽",,/cat/366/p/ukrop-v-gorske-1st-32791,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
110,"Петрушка в горшке, 1шт","79,90 ₽",,/cat/366/p/petruska-v-gorske-1st-9209,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
111,"Салат Белая Дача Пряная Рукола, 65г","169,90 ₽",,/cat/366/p/salat-belaa-daca-pranaa-rukola-65g-3451364,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
112,"Томаты коктейль сливовидные, 350г","109,90 ₽",,/cat/366/p/tomaty-koktejl-slivovidnye-350g-82521,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
113,"Лук репчатый красный, 500г","99,90 ₽",,/cat/366/p/luk-repcatyj-krasnyj-500g-3016771,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
114,Томаты Биф жёлтые,"279,90 ₽",,/cat/366/p/tomaty-bif-zeltye-3222418,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
115,"Томаты на ветке, 700г","119,90 ₽",,/cat/366/p/tomaty-na-vetke-700g-3506108,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
116,"Салат Романо, 1шт","129,90 ₽",,/cat/366/p/salat-romano-1st-67334,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
117,Лук порей,"499,90 ₽",,/cat/366/p/luk-porej-1561,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
118,"Салат Коул слоу Шеф Перекрёсток, 200г","99,99 ₽","119,99 ₽",/cat/719/p/salat-koul-slou-sef-perekrestok-200g-4215379,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
119,"Окрошка с вареной колбасой Шеф Перекрёсток, 500г","299,99 ₽",,/cat/719/p/okroska-s-varenoj-kolbasoj-sef-perekrestok-500g-4133214,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
120,"Окрошка с овощами Шеф Перекрёсток, 250г","169,99 ₽",,/cat/719/p/okroska-s-ovosami-sef-perekrestok-250g-4133211,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
121,"Салат Цезарь Шеф Перекрёсток, 250г","329,99 ₽",,/cat/719/p/salat-cezar-sef-perekrestok-250g-3681558,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
122,"Салат чука Шеф Перекрёсток, 200г","134,99 ₽",,/cat/719/p/salat-cuka-sef-perekrestok-200g-4183755,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
123,"Рис по-азиатски с овощами Шеф Перекрёсток, 250г","179,99 ₽",,/cat/719/p/ris-po-aziatski-s-ovosami-sef-perekrestok-250g-4140888,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
124,"Вок с курицей Шеф Перекрёсток, 250г","249,99 ₽",,/cat/719/p/vok-s-kuricej-sef-perekrestok-250g-4175864,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
125,"Рис по-азиатски с беконом Шеф Перекрёсток, 250г","229,00 ₽",,/cat/719/p/ris-po-aziatski-s-bekonom-sef-perekrestok-250g-4140890,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
126,"Котлета паровая из лосося с брокколи Шеф Перекрёсток, 220г","239,99 ₽",,/cat/719/p/kotleta-parovaa-iz-lososa-s-brokkoli-sef-perekrestok-220g-4073366,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
127,"Биточки куриные с фасолью и овощами на пару Шеф Перекрёсток, 300г","269,99 ₽",,/cat/719/p/bitocki-kurinye-s-fasolu-i-ovosami-na-paru-sef-perekrestok-300g-4192783,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
128,"Лапша гречневая с овощами Шеф Перекрёсток, 250г","169,99 ₽",,/cat/719/p/lapsa-grecnevaa-s-ovosami-sef-perekrestok-250g-4175865,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
129,"Салат с птицей, яблоком, сельдереем и кунжутно-йогуртовой заправкой Шеф Перекрёсток by Novikov, 200г","249,00 ₽",,/cat/719/p/salat-s-pticej-ablokom-seldereem-i-kunzutno-jogurtovoj-zapravkoj-sef-perekrestok-by-novikov-200g-4181555,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
130,"Салат норвежский Шеф Перекрёсток с форелью и бальзамической заправкой, 170г","249,99 ₽",,/cat/719/p/salat-norvezskij-sef-perekrestok-s-forelu-i-balzamiceskoj-zapravkoj-170g-4188084,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
131,"Салат по-скандинавски Шеф Перекрёсток, 170г","229,99 ₽",,/cat/719/p/salat-po-skandinavski-sef-perekrestok-170g-4223585,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
132,"Рыбные тефтели на пару с грибным соусом и булгур с брокколи Шеф Перекрёсток by justfood, 230г","239,99 ₽",,/cat/719/p/rybnye-tefteli-na-paru-s-gribnym-sousom-i-bulgur-s-brokkoli-sef-perekrestok-by-justfood-230g-4192708,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
133,"Салат с курицей и нутом Шеф Перекрёсток by justfood, 150г","159,99 ₽",,/cat/719/p/salat-s-kuricej-i-nutom-sef-perekrestok-by-justfood-150g-4192706,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
134,"Вода Aqua Minerale питьевая негазированная, 5л","129,99 ₽",,/cat/424/p/voda-aqua-minerale-pitevaa-negazirovannaa-5l-2504,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
135,"Нектар Фруктовый Сад Апельсин с мякотью, 950мл","99,99 ₽",,/cat/425/p/nektar-fruktovyj-sad-apelsin-s-makotu-950ml-3335037,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
136,"Вода Aqua Minerale обработанная питьевая негазированная, 2л","69,99 ₽",,/cat/424/p/voda-aqua-minerale-obrabotannaa-pitevaa-negazirovannaa-2l-4176,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
137,Апельсины,"99,90 ₽",,/cat/367/p/apelsiny-1535,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
138,Апельсины Выгодно фасованные,"99,99 ₽","119,90 ₽",/cat/367/p/apelsiny-vygodno-fasovannye-77110,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
139,Апельсины Маркет Перекрёсток отборные,"129,90 ₽",,/cat/350/p/apelsiny-market-perekrestok-otbornye-3663839,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
140,"Сахар белый песок, 1кг","65,90 ₽",,/cat/395/p/sahar-belyj-pesok-1kg-3230933,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
141,Огурцы гладкие среднеплодные,"89,90 ₽",,/cat/366/p/ogurcy-gladkie-sredneplodnye-2098997,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
142,"Вода Святой источник ключевая питьевая негазированная, 1.5л","53,99 ₽",,/cat/424/p/voda-svatoj-istocnik-klucevaa-pitevaa-negazirovannaa-1-5l-1913,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
143,Лимон,"139,90 ₽",,/cat/367/p/limon-1536,Для летних блюд,"Лето, солнце, жара",1657052141,perekrestok
